,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2007,225786500.0,,,
March 2008,225786500.0,,,
June 2008,225786500.0,,,
September 2008,225786500.0,,,
December 2008,221974000.0,,,
March 2009,221974000.0,,,
June 2009,223982000.0,,,
September 2009,231485000.0,,1490732000.0,715918000.0
December 2009,250771000.0,,,
March 2010,247496000.0,,,
June 2010,255588000.0,,1517064000.0,736618000.0
September 2010,258466000.0,,1589412000.0,794775000.0
December 2010,272908000.0,,1670440000.0,808327000.0
March 2011,271381000.0,,1707024000.0,840550000.0
June 2011,259007000.0,,1725463000.0,862351000.0
September 2011,283118000.0,,1728600000.0,879148000.0
December 2011,293014000.0,,1792698000.0,908515000.0
March 2012,289189000.0,,1789932000.0,901330000.0
June 2012,291533000.0,,1813501000.0,929385000.0
September 2012,305470000.0,,2065800000.0,1163907000.0
December 2012,305689000.0,,1969931000.0,1060057000.0
March 2013,299370000.0,,1892069000.0,988613000.0
June 2013,295719000.0,,1925847000.0,1009614000.0
September 2013,301931000.0,,1924493000.0,1015817000.0
December 2013,319478000.0,,2060133000.0,1126637000.0
March 2014,312813000.0,,2106025000.0,1178029000.0
June 2014,320726000.0,,1983612000.0,1049794000.0
September 2014,320496000.0,,2029973000.0,1104149000.0
December 2014,336954000.0,,2097034000.0,1183768000.0
March 2015,317456000.0,,2134853000.0,1241403000.0
June 2015,327870000.0,,2189595000.0,1278728000.0
September 2015,330854000.0,,2094351000.0,1187102000.0
December 2015,339728000.0,55735500.0,2043126000.0,1129982000.0
March 2016,341311000.0,55735500.0,2069350000.0,1144393000.0
June 2016,339459000.0,55735500.0,2091096000.0,1159145000.0
September 2016,345488000.0,55735500.0,2132063000.0,1172827000.0
December 2016,347412000.0,55826000.0,2109859000.0,1162921000.0
March 2017,331979000.0,56992000.0,2070787000.0,1126537000.0
June 2017,367247000.0,66539000.0,2120479000.0,1180240000.0
September 2017,304658000.0,35719000.0,2123093000.0,1142078000.0
December 2017,371286000.0,83264000.0,2113321000.0,1163675000.0
March 2018,368461000.0,61371000.0,2100150000.0,1154161000.0
June 2018,378598000.0,58226000.0,2095712000.0,1164507000.0
September 2018,365864000.0,55186000.0,2097414000.0,1155083000.0
December 2018,366987000.0,65727000.0,2144614000.0,1217863000.0
March 2019,361626000.0,65725000.0,2092614000.0,1174142000.0
June 2019,360183000.0,71164000.0,2072271000.0,1160448000.0
September 2019,363955000.0,69007000.0,2098446000.0,1163553000.0
December 2019,377930000.0,53215000.0,2675059000.0,1189041000.0
March 2020,383299000.0,13368000.0,2921166000.0,1449039000.0
June 2020,314599000.0,-23526000.0,3198094000.0,1763342000.0
September 2020,366981000.0,70188000.0,2895147000.0,1433097000.0
December 2020,366170000.0,57191000.0,2999648000.0,1545878000.0
March 2021,391087000.0,38312000.0,2909572000.0,1466450000.0
June 2021,386481000.0,76206000.0,2778182000.0,1329111000.0
September 2021,386542000.0,68149000.0,2847132000.0,1383575000.0
December 2021,386250000.0,68838000.0,2855942000.0,1415530000.0
March 2022,378871000.0,46808000.0,2743003000.0,1301681000.0
June 2022,390961000.0,46567000.0,2685866000.0,1243119000.0
