,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,14350000.0,-655800000.0,,
June 2009,14350000.0,-12300000.0,,
September 2009,14350000.0,-12600000.0,,
December 2009,14350000.0,-23500000.0,4278700000.0,1259900000.0
March 2010,18050000.0,-23200000.0,,
June 2010,18050000.0,14100000.0,4240800000.0,1358300000.0
September 2010,18050000.0,1400000.0,4267700000.0,1366700000.0
December 2010,18050000.0,-65700000.0,4009300000.0,1160600000.0
March 2011,20150000.0,-52400000.0,4008200000.0,1284400000.0
June 2011,20150000.0,2700000.0,4154200000.0,1436400000.0
September 2011,20150000.0,,4177900000.0,1451600000.0
December 2011,20150000.0,,3965200000.0,1239800000.0
March 2012,21925000.0,,4115700000.0,1394600000.0
June 2012,21925000.0,,4111700000.0,1422600000.0
September 2012,21925000.0,,4255200000.0,1500500000.0
December 2012,21925000.0,,4057300000.0,1328000000.0
March 2013,21600000.0,,4122400000.0,1447500000.0
June 2013,21600000.0,,4151200000.0,1458500000.0
September 2013,21600000.0,,4167100000.0,1462500000.0
December 2013,21600000.0,,3976600000.0,1262900000.0
March 2014,21850000.0,35975000.0,4118700000.0,1436300000.0
June 2014,21850000.0,35975000.0,4187800000.0,1492100000.0
September 2014,21850000.0,35975000.0,4077900000.0,1423900000.0
December 2014,21850000.0,35975000.0,3816600000.0,1186100000.0
March 2015,14400000.0,-8400000.0,3816900000.0,1251200000.0
June 2015,14400000.0,23300000.0,3845500000.0,1280600000.0
September 2015,14400000.0,4800000.0,3804800000.0,1277200000.0
December 2015,14400000.0,45800000.0,3562500000.0,1041600000.0
March 2016,11125000.0,-204000000.0,1820400000.0,899000000.0
June 2016,11125000.0,-4900000.0,1765900000.0,850100000.0
September 2016,11125000.0,-140000000.0,1599200000.0,786600000.0
December 2016,11125000.0,-26900000.0,1517800000.0,749700000.0
March 2017,9475000.0,-36000000.0,1505900000.0,735500000.0
June 2017,9475000.0,500000.0,1575700000.0,786500000.0
September 2017,9475000.0,9600000.0,1583200000.0,777400000.0
December 2017,9475000.0,35300000.0,1607800000.0,799200000.0
March 2018,8800000.0,-10000000.0,1643900000.0,818000000.0
June 2018,8800000.0,9700000.0,1638300000.0,846200000.0
September 2018,8800000.0,11500000.0,1590500000.0,816600000.0
December 2018,8800000.0,-78300000.0,1541900000.0,842900000.0
March 2019,7775000.0,-26700000.0,1633900000.0,888300000.0
June 2019,7775000.0,18000000.0,1652600000.0,907500000.0
September 2019,7775000.0,18100000.0,1590700000.0,864000000.0
December 2019,7775000.0,9200000.0,1617700000.0,872400000.0
March 2020,7650000.0,-7800000.0,1584000000.0,862800000.0
June 2020,7650000.0,-12700000.0,1604900000.0,881700000.0
September 2020,7650000.0,-400000.0,1590900000.0,858500000.0
December 2020,7650000.0,1800000.0,1603500000.0,866000000.0
March 2021,7275000.0,-3100000.0,1627800000.0,910700000.0
June 2021,7275000.0,17900000.0,1682300000.0,972600000.0
September 2021,7275000.0,200000.0,1785600000.0,1052500000.0
December 2021,7275000.0,-4000000.0,1775200000.0,941800000.0
