,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2007,,-4505.0,,
June 2007,8228.8,-12879.5,,
September 2007,8228.8,-12879.5,,
December 2007,8228.8,-12879.5,,
March 2008,8228.8,-12879.5,,
June 2008,8228.8,-2375.0,,
September 2008,8228.8,-2375.0,,
December 2008,8228.8,-2375.0,,
March 2009,8228.8,-2375.0,,
June 2009,8228.8,-4686.0,,
September 2009,8228.8,-4686.0,,
December 2009,8228.8,-4686.0,,
March 2010,8228.8,-4686.0,,
June 2010,8228.8,-2000.0,,
September 2010,8228.8,-2000.0,,
December 2010,8228.8,-2000.0,,
March 2011,8228.8,-13814.0,,
June 2011,8228.8,-2000.0,,
September 2011,8228.8,-2000.0,,
December 2011,8228.8,-2000.0,,
March 2012,8228.8,-14975.0,,
June 2012,1750.0,-1500.0,,
September 2012,1750.0,-2000.0,,
December 2012,2000.0,-2000.0,,
March 2013,-25260.0,-14260.0,,
June 2013,2000.0,-2000.0,,
September 2013,2000.0,-2000.0,,
December 2013,33292.0,-33658.0,,
March 2014,-2101771.0,-2028126.0,,
June 2014,208647.0,-209617.0,,
September 2014,488570.0,-640182.0,,
December 2014,208143.0,-305200.0,,
