,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,39092500.0,6597750.0,-5128500.0,,
June 2019,39092500.0,6597750.0,-5128500.0,,
September 2019,39092500.0,6597750.0,-5128500.0,,
December 2019,39092500.0,6597750.0,-5128500.0,,
March 2020,42170000.0,6982000.0,-9570000.0,,
June 2020,31775000.0,6903000.0,-2623000.0,,
September 2020,38252000.0,6867000.0,2541000.0,,
December 2020,42688000.0,8209000.0,14009000.0,356486000.0,277416000.0
March 2021,38689000.0,8428000.0,10746000.0,,
June 2021,41907000.0,8474000.0,15201000.0,377813000.0,301663000.0
September 2021,66685000.0,10659000.0,-53906000.0,747344000.0,671506000.0
December 2021,58423000.0,11608000.0,38954000.0,795890000.0,676084000.0
March 2022,53857000.0,10428000.0,-1890000.0,804264000.0,616394000.0
June 2022,51598000.0,10519000.0,-10318000.0,794141000.0,602723000.0
