,OperatingExpenses,NetIncomeLoss
December 2008,737.1428571428571,-2500.0
March 2009,737.1428571428571,-312.5
June 2009,737.1428571428571,-312.5
September 2009,737.1428571428571,-312.5
December 2009,737.1428571428571,-312.5
March 2010,0.0,0.0
June 2010,830.0,-830.0
September 2010,737.1428571428571,-705.0
December 2010,737.1428571428571,-705.0
March 2011,5000.0,-5000.0
June 2011,750.0,-750.0
