,OperatingExpenses,NetIncomeLoss,Assets
March 2016,,16361000.0,
June 2016,,16361000.0,
September 2016,,16361000.0,
December 2016,,16361000.0,
March 2017,68817000.0,16638000.0,
June 2017,55041000.0,16342000.0,
September 2017,,9763000.0,
December 2017,,6410000.0,859731000.0
March 2018,74486000.0,23292000.0,785381000.0
June 2018,59120000.0,15975000.0,820850000.0
September 2018,,-47022000.0,995730000.0
December 2018,,-14298000.0,919617000.0
March 2019,,37048000.0,1034130000.0
June 2019,,16833000.0,1085355000.0
September 2019,,27389000.0,1068132000.0
December 2019,,30218000.0,1081895000.0
March 2020,,36305000.0,1066766000.0
June 2020,,22073000.0,1127159000.0
September 2020,,12881000.0,1126534000.0
December 2020,,4474000.0,1182986000.0
March 2021,,25700000.0,1407600000.0
June 2021,,104517000.0,1544465000.0
September 2021,,-42039000.0,1592123000.0
December 2021,,-28844000.0,2460596000.0
March 2022,,1336000.0,2542365000.0
June 2022,,-26080000.0,2678169000.0
