,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2015,226177.0,226177.0,-229380.5,,,
March 2016,226177.0,226177.0,-229380.5,,,
June 2016,216847.0,216847.0,-223428.0,,,
September 2016,5636434.0,5621712.0,-5268252.0,7195894.0,2980281.0,
December 2016,1033726.0,967476.0,-951784.0,,,
March 2017,3112981.0,3046732.0,-3668677.0,,,
June 2017,1648033.0,1581784.0,-1933612.0,5735663.0,1718798.0,
September 2017,1416816.0,1350567.0,-1272860.0,6009862.0,2059246.0,
December 2017,887012.0,820762.0,-1300573.0,6193642.0,2309275.0,
March 2018,716280.0,650032.0,-1721235.0,5284206.0,1466088.0,
June 2018,623764.0,557515.0,-770495.0,5673467.0,1910210.0,
September 2018,1451273.0,1375365.0,-1982564.0,6152938.0,2451721.0,
December 2018,937252.0,868938.0,-1065542.0,5200314.0,1567412.0,
March 2019,881080.0,811703.0,-1016870.0,4921513.0,1342380.0,
June 2019,1374043.0,657883.0,-1650147.0,3983867.0,1120894.0,
September 2019,3523817.0,680768.0,-3382600.0,1084588.0,1064665.0,19923.0
December 2019,714226.0,711454.0,-666843.0,1012213.0,995062.0,
March 2020,739642.0,736870.0,-854220.0,992749.0,978370.0,
June 2020,618368.0,615596.0,-2215592.0,843345.0,679632.0,163713.0
September 2020,768992.0,766220.0,-591663.0,741016.0,593405.0,147611.0
December 2020,790764.0,788306.0,20546.0,435760.0,303926.0,131834.0
March 2021,701031.0,698573.0,-209986.0,674861.0,558865.0,115996.0
June 2021,792997.0,790539.0,-963682.0,501543.0,401269.0,100274.0
September 2021,557638.0,557438.0,-728949.0,1456586.0,1205058.0,251528.0
December 2021,654296.0,654296.0,-852972.0,1215830.0,977369.0,238461.0
March 2022,547529.0,547529.0,-722704.0,909832.0,684392.0,225440.0
June 2022,477310.0,470612.0,-457257.0,838279.0,632608.0,205671.0
