,OperatingExpenses,NetIncomeLoss,Assets
June 2008,340786250.0,-12264500.0,
September 2008,340786250.0,-12264500.0,
December 2008,340786250.0,-12264500.0,
March 2009,340786250.0,-12264500.0,
June 2009,291737000.0,-25152000.0,
September 2009,265650000.0,-8333000.0,
December 2009,254996000.0,-14618000.0,
March 2010,357133000.0,-88866000.0,50966080000.0
June 2010,265280000.0,8821000.0,
September 2010,236187000.0,-38754000.0,44831932000.0
December 2010,244650000.0,-4709000.0,42457135000.0
March 2011,354870000.0,-46531000.0,40541602000.0
