,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,2536000.0,,,
June 2013,2536000.0,,,
September 2013,2536000.0,,,
December 2013,2536000.0,,,
March 2014,-22354000.0,,,
June 2014,36983000.0,,,
September 2014,41608000.0,,,
December 2014,3872000.0,987585000.0,426340000.0,393758000.0
March 2015,12786000.0,1099008000.0,516552000.0,403112000.0
June 2015,64989000.0,1183723000.0,566052000.0,419172000.0
September 2015,71856000.0,1320488000.0,590235000.0,437440000.0
December 2015,190907000.0,1568531000.0,526580000.0,603052000.0
March 2016,17454000.0,1729223000.0,606997000.0,598166000.0
June 2016,38104000.0,1896452000.0,656139000.0,596580000.0
September 2016,51798000.0,1894266000.0,669436000.0,572637000.0
