,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2009,31644250.0,12287500.0,3888750.0,,
December 2009,31644250.0,12287500.0,3888750.0,,
March 2010,31644250.0,12287500.0,3888750.0,,
June 2010,31644250.0,12287500.0,3888750.0,,
September 2010,36821000.0,13904000.0,2594000.0,,
December 2010,34671000.0,14769000.0,5296000.0,,
March 2011,38463000.0,17291000.0,4318000.0,,
June 2011,42272000.0,17161000.0,5625000.0,,
September 2011,37442000.0,15267000.0,4026000.0,,
December 2011,39054000.0,13940000.0,19615000.0,,
March 2012,34879000.0,13106000.0,7330000.0,,
June 2012,41846000.0,14917000.0,12100000.0,,
September 2012,37651000.0,14074000.0,4381000.0,,
December 2012,41596000.0,16123000.0,9809000.0,,
March 2013,42428000.0,16127000.0,5224000.0,,
June 2013,49629000.0,17666000.0,11707000.0,,
September 2013,48301000.0,18854000.0,-3775000.0,,
December 2013,48000000.0,20026000.0,19314000.0,,
March 2014,43937000.0,16915000.0,7790000.0,,
June 2014,50377000.0,18033000.0,11151000.0,,
September 2014,47042000.0,17369000.0,3654000.0,,
December 2014,45192000.0,16425000.0,9830000.0,,
March 2015,48316000.0,17156000.0,9124000.0,,
June 2015,48338000.0,17512000.0,10873000.0,,
September 2015,48951000.0,17239000.0,1376000.0,,
December 2015,57270000.0,16566000.0,-2985000.0,,
March 2016,47307000.0,16464000.0,4970000.0,,
June 2016,49324000.0,16850000.0,8766000.0,,
September 2016,47683000.0,15850000.0,2531000.0,,
December 2016,48240000.0,16213000.0,7510000.0,,
March 2017,116764000.0,14900000.0,-59664000.0,,
June 2017,53364000.0,16542000.0,-24614000.0,,
September 2017,39893000.0,15012000.0,5659000.0,,
December 2017,41121000.0,15631000.0,6549000.0,,
March 2018,45618000.0,15285000.0,7110000.0,,
