,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,12750000.0,-51000000.0,,
June 2018,12750000.0,-51000000.0,,
September 2018,12750000.0,-51000000.0,,
December 2018,12750000.0,-51000000.0,,
March 2019,26750000.0,-166750000.0,,
June 2019,26750000.0,-166750000.0,,
September 2019,26750000.0,-166750000.0,,
December 2019,26750000.0,-166750000.0,1732000000.0,998000000.0
March 2020,33000000.0,-129000000.0,,
June 2020,38000000.0,23000000.0,,
September 2020,41000000.0,-43000000.0,,
December 2020,209000000.0,-312000000.0,6353000000.0,5517000000.0
March 2021,82000000.0,-110000000.0,5902000000.0,5025000000.0
June 2021,100000000.0,-102000000.0,6182000000.0,5179000000.0
September 2021,115000000.0,-101000000.0,6358000000.0,4707000000.0
December 2021,133000000.0,-155000000.0,6809000000.0,4565000000.0
March 2022,148000000.0,-167000000.0,6822000000.0,4418000000.0
June 2022,205000000.0,-263000000.0,9928000000.0,4833000000.0
