,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2007,121408.91666666667,-17638.75,,
December 2007,121408.91666666667,-17638.75,,
March 2008,121408.91666666667,-17638.75,,
June 2008,121408.91666666667,-17638.75,,
September 2008,121408.91666666667,-7880.25,,
December 2008,121408.91666666667,-7880.25,,
March 2009,121408.91666666667,-7880.25,,
June 2009,121408.91666666667,-7880.25,,
September 2009,121408.91666666667,-337771.75,,
December 2009,121408.91666666667,-337771.75,,
March 2010,121408.91666666667,-337771.75,,
June 2010,121408.91666666667,-337771.75,,
September 2010,783937.0,-784393.0,,
December 2010,669364.0,-669656.0,,
March 2011,580420.0,-580460.0,,
June 2011,568445.0,-568708.0,,
September 2011,28778.0,-29109.0,,
December 2011,33071.0,-33789.0,,
March 2012,17460.0,-18396.0,,
June 2012,14097.0,-15528.0,,
September 2012,33782.0,-35174.0,,
December 2012,15717.0,-16297.0,,
March 2013,177019.0,-178997.0,,
June 2013,33964.0,-40139.0,,
September 2013,220572.0,-230095.0,,
December 2013,167022.0,-525367.0,,
March 2014,248518.0,-611745.0,,
June 2014,99549.0,-287443.0,,
September 2014,582050.0,-695875.0,,
December 2014,860699.0,-770311.0,4486595.0,1955497.0
March 2015,716158.0,-155510.0,,
June 2015,427632.0,719495.0,,
September 2015,829414.0,313259.0,100703.0,100703.0
December 2015,3313113.0,-11113528.0,2925219.0,1140777.0
March 2016,920189.0,1645548.0,3544738.0,1598856.0
June 2016,1531561.0,2221360.0,3476311.0,1684862.0
September 2016,1928324.0,-5336284.0,3463445.0,1845062.0
December 2016,4544833.0,18823533.0,2976891.0,1714321.0
March 2017,1323186.0,-686276.0,2898257.0,2063970.0
June 2017,1243398.0,-803079.0,3239218.0,2293987.0
September 2017,1351563.0,-981215.0,2963393.0,2027661.0
December 2017,1401589.0,-913588.0,2436237.0,1528591.0
March 2018,2175685.0,-1484472.0,1508372.0,641334.0
June 2018,1361741.0,-784941.0,1283756.0,475417.0
September 2018,1310316.0,-3393972.0,1376000.0,621357.0
December 2018,966406.0,37371.0,1354295.0,653395.0
March 2019,1857920.0,-3786657.0,1238477.0,490818.0
June 2019,1226314.0,-2368101.0,1308401.0,725261.0
September 2019,1055134.0,-1037791.0,1949988.0,1422678.0
December 2019,1619363.0,-7809249.0,1415617.0,935467.0
March 2020,1279538.0,1130507.0,1327473.0,871184.0
June 2020,312863.0,450609.0,2021844.0,1447503.0
September 2020,1212304.0,1051862.0,1430951.0,936706.0
December 2020,-1524146.0,-290679.0,1500330.0,923424.0
March 2021,292132.0,-5405979.0,983175.0,395446.0
June 2021,353831.0,4623562.0,1481454.0,858946.0
September 2021,257952.0,-35200.0,1263039.0,638356.0
December 2021,272319.0,-2022028.0,1172037.0,543008.0
March 2022,330063.0,-882057.0,1211439.0,593147.0
June 2022,237354.0,-491664.0,1273717.0,631463.0
