,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
September 2010,7295000.0,,
December 2010,7011000.0,21824000.0,19932000.0
March 2011,6956000.0,24648000.0,22709000.0
June 2011,,16185000.0,14026000.0
September 2011,6462000.0,,
December 2011,6489000.0,20268000.0,17727000.0
March 2012,8166000.0,29358000.0,26644000.0
