,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,8519000.0,8982750.0,-9132136.0,,
June 2019,8519000.0,8982750.0,-9132136.0,,
September 2019,8519000.0,8982750.0,11136.0,,
December 2019,8519000.0,8982750.0,11136.0,251534700.0,1407415.0
March 2020,8521000.0,8521000.0,1235061.0,253151659.0,1266071.0
June 2020,9753000.0,9753000.0,-179478.0,253007038.0,1055549.0
September 2020,11993000.0,11993000.0,-9688000.0,252521225.0,482109.0
December 2020,31013000.0,31013000.0,-41214583.0,84939000.0,49084000.0
March 2021,21261000.0,21261000.0,-12595000.0,272004000.0,50359000.0
June 2021,19532000.0,22479000.0,-14458000.0,288522000.0,70796000.0
September 2021,20929000.0,21247000.0,-10646000.0,273618000.0,57825000.0
December 2021,21619000.0,21619000.0,-12843000.0,274225000.0,60317000.0
