,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2018,,-29716.0,,,
September 2018,,-58799.0,,,
December 2018,,-244416.0,,,
March 2019,,-230765.0,,,
June 2019,,-412300.0,,,
September 2019,,-192336.0,,,
December 2019,,-119761.0,,,
March 2020,,-181663.0,,,
June 2020,,-175148.0,,,
September 2020,121251.0,-96601.0,,,
December 2020,,-141166.0,,,
March 2021,,-68203.0,,,
June 2021,,-80974.0,,,
September 2021,71242.0,-49290.0,,,
December 2021,,-71525.0,,,
March 2022,,-185192.0,,,
