,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,,64850000.0,79875000.0,,,
June 2008,,64850000.0,79875000.0,,,
September 2008,,64850000.0,79875000.0,,,
December 2008,,64850000.0,79875000.0,,,
March 2009,6600000.0,69000000.0,69500000.0,,,
June 2009,6600000.0,72900000.0,133300000.0,,,
September 2009,6600000.0,83200000.0,103700000.0,,,
December 2009,6600000.0,83900000.0,81400000.0,6488300000.0,2262200000.0,
March 2010,5550000.0,-79300000.0,79300000.0,,,
June 2010,5550000.0,77600000.0,69000000.0,6618300000.0,2549900000.0,
September 2010,5550000.0,93000000.0,227500000.0,6979100000.0,2358100000.0,
December 2010,5550000.0,265500000.0,92200000.0,6927700000.0,2305700000.0,4622000000.0
March 2011,5575000.0,99400000.0,91300000.0,7783000000.0,2714400000.0,
June 2011,5575000.0,93100000.0,143100000.0,7850400000.0,2724600000.0,
September 2011,5575000.0,89700000.0,104800000.0,7538400000.0,2573900000.0,
December 2011,5575000.0,99200000.0,104800000.0,7284600000.0,2321900000.0,4962700000.0
March 2012,6700000.0,99600000.0,,7559400000.0,2516800000.0,
June 2012,6700000.0,98600000.0,,7439500000.0,2511700000.0,
September 2012,6700000.0,86300000.0,,7524000000.0,2570300000.0,
December 2012,6700000.0,101000000.0,,7520700000.0,2339400000.0,5167700000.0
March 2013,7800000.0,109300000.0,,7776000000.0,2622700000.0,
June 2013,7800000.0,102900000.0,,7815600000.0,2619500000.0,
September 2013,7800000.0,99000000.0,,7709200000.0,2425400000.0,
December 2013,7800000.0,107400000.0,,7819800000.0,2465700000.0,2718800000.0
March 2014,6650000.0,107700000.0,,7745100000.0,2404300000.0,
June 2014,6650000.0,111400000.0,,7771400000.0,2419800000.0,
September 2014,6650000.0,123100000.0,,7614900000.0,2378800000.0,
December 2014,6650000.0,124300000.0,,7571000000.0,2313500000.0,2803400000.0
March 2015,6500000.0,116000000.0,,7660500000.0,2467900000.0,
June 2015,6500000.0,117700000.0,,7852900000.0,2505100000.0,
September 2015,6500000.0,106800000.0,,7727000000.0,2382600000.0,
December 2015,6500000.0,109500000.0,,9697000000.0,2184000000.0,
March 2016,7000000.0,108000000.0,,10059000000.0,2323000000.0,
June 2016,7000000.0,105000000.0,,25077000000.0,10086000000.0,
September 2016,7000000.0,135000000.0,,17060000000.0,4104000000.0,
December 2016,7000000.0,164000000.0,,16173000000.0,3653000000.0,
March 2017,6750000.0,143000000.0,,16644000000.0,3907000000.0,
June 2017,6750000.0,128000000.0,,16721000000.0,3765000000.0,
September 2017,6750000.0,127000000.0,,17003000000.0,3930000000.0,
December 2017,6750000.0,116000000.0,,17169000000.0,3758000000.0,
March 2018,8000000.0,112000000.0,,17731000000.0,4160000000.0,
June 2018,8000000.0,127000000.0,,17535000000.0,4875000000.0,
September 2018,8000000.0,113000000.0,,16470000000.0,3860000000.0,
December 2018,8000000.0,126000000.0,,16554000000.0,3940000000.0,
March 2019,11000000.0,127000000.0,,16923000000.0,4399000000.0,
June 2019,11000000.0,111000000.0,,17109000000.0,4533000000.0,
September 2019,11000000.0,90000000.0,,16237000000.0,3829000000.0,
December 2019,11000000.0,89000000.0,,17360000000.0,4884000000.0,
March 2020,11750000.0,131000000.0,,16545000000.0,4241000000.0,
June 2020,11750000.0,111000000.0,,16610000000.0,4010000000.0,
September 2020,11750000.0,121000000.0,,16972000000.0,4025000000.0,
December 2020,11750000.0,162000000.0,,18252000000.0,4675000000.0,
March 2021,14000000.0,157000000.0,,17979000000.0,4237000000.0,
June 2021,14000000.0,166000000.0,,19146000000.0,5029000000.0,
September 2021,14000000.0,148000000.0,,20132000000.0,5917000000.0,
December 2021,14000000.0,122000000.0,,19714000000.0,5223000000.0,
March 2022,,186000000.0,,20926000000.0,6306000000.0,
June 2022,,161000000.0,,20926000000.0,6493000000.0,
