,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,2965500.0,695750.0,2269750.0,2172500.0,,,
December 2009,2965500.0,695750.0,2269750.0,2172500.0,,,
March 2010,2965500.0,695750.0,2269750.0,2172500.0,,,
June 2010,2965500.0,695750.0,2269750.0,2172500.0,,,
September 2010,3346000.0,914000.0,2432000.0,1742000.0,,,
December 2010,3454333.3333333335,961000.0,2770000.0,1733000.0,,,
March 2011,3454333.3333333335,919000.0,2373000.0,724000.0,,,
June 2011,3454333.3333333335,988000.0,2352000.0,1537000.0,112364000.0,91585000.0,
September 2011,3390000.0,956000.0,2434000.0,1247000.0,123693000.0,103473000.0,
December 2011,4073000.0,1157000.0,2916000.0,3174000.0,134761000.0,110078000.0,
March 2012,4032000.0,1153000.0,2879000.0,3394000.0,151146000.0,122932000.0,
June 2012,3990000.0,1178000.0,2812000.0,3811000.0,150912000.0,129490000.0,
September 2012,3779000.0,1250000.0,2529000.0,1705000.0,147338000.0,125479000.0,
December 2012,4164000.0,1225000.0,2939000.0,3579000.0,136497000.0,114370000.0,
March 2013,4267000.0,1329000.0,2938000.0,1414000.0,134242000.0,107881000.0,
June 2013,4176000.0,1352000.0,2824000.0,2397000.0,135130000.0,111767000.0,
September 2013,4162000.0,1345000.0,2817000.0,1705000.0,136308000.0,105221000.0,
December 2013,4584000.0,1421000.0,3163000.0,3114000.0,138778000.0,109333000.0,
March 2014,4399000.0,1414000.0,2985000.0,1414000.0,141976000.0,111944000.0,
June 2014,4405000.0,1406000.0,2999000.0,1380000.0,156660000.0,123216000.0,
September 2014,5943000.0,1336000.0,4607000.0,-1523000.0,218533000.0,169070000.0,
December 2014,6722000.0,1297000.0,5425000.0,1626000.0,208006000.0,159198000.0,
March 2015,6885000.0,1510000.0,5375000.0,1861000.0,216641000.0,168902000.0,
June 2015,7102000.0,1641000.0,5461000.0,2340000.0,230794000.0,185107000.0,
September 2015,7139000.0,1556000.0,5583000.0,817000.0,244300000.0,196461000.0,
December 2015,6707000.0,1506000.0,5201000.0,1787000.0,227940000.0,174168000.0,
March 2016,7198000.0,1634000.0,5564000.0,1783000.0,234332000.0,179325000.0,
June 2016,7365000.0,1701000.0,5664000.0,2146000.0,235924000.0,181459000.0,
September 2016,6919000.0,1584000.0,5335000.0,1792000.0,234286000.0,177711000.0,
December 2016,7065000.0,1603000.0,5462000.0,1528000.0,234502000.0,176722000.0,
March 2017,7290000.0,1569000.0,5721000.0,961000.0,229678000.0,173281000.0,
June 2017,7482000.0,1637000.0,5845000.0,1336000.0,232840000.0,178193000.0,
September 2017,6681000.0,1510000.0,5171000.0,432000.0,231734000.0,178600000.0,
December 2017,7149000.0,1495000.0,5654000.0,-224000.0,232812000.0,180564000.0,
March 2018,7376000.0,1560000.0,5816000.0,644000.0,241718000.0,188890000.0,
June 2018,11849000.0,1621000.0,5693000.0,-2177000.0,246528000.0,194520000.0,24460000.0
September 2018,6988000.0,1700000.0,5288000.0,1593000.0,250984000.0,199290000.0,24088000.0
December 2018,7256000.0,1857000.0,5399000.0,1589000.0,252829000.0,201437000.0,23489000.0
March 2019,19343000.0,1398000.0,5497000.0,-11981000.0,228152000.0,188192000.0,11427000.0
June 2019,6972000.0,1600000.0,5372000.0,817000.0,238310000.0,198099000.0,10798000.0
September 2019,6734000.0,1660000.0,5074000.0,1552000.0,285350.0,224519000.0,10568000.0
December 2019,6624000.0,1720000.0,4904000.0,824000.0,273970000.0,218193000.0,10076000.0
March 2020,7484000.0,1749000.0,5735000.0,910000.0,288403000.0,229961000.0,
June 2020,7579000.0,2262000.0,5317000.0,1472000.0,304861000.0,242764000.0,
September 2020,7219000.0,2245000.0,4974000.0,1719000.0,317812000.0,256065000.0,
December 2020,7902000.0,2392000.0,5510000.0,1580000.0,330522000.0,267147000.0,
March 2021,8520000.0,2655000.0,5865000.0,867000.0,346940000.0,283776000.0,
June 2021,8872000.0,2498000.0,6374000.0,175000.0,361846000.0,299252000.0,
September 2021,8044000.0,2449000.0,5595000.0,815000.0,391331000.0,324333000.0,
December 2021,8157000.0,2498000.0,5659000.0,587000.0,410507000.0,343551000.0,
March 2022,8719000.0,2526000.0,6193000.0,1007000.0,411426000.0,344083000.0,
June 2022,9499000.0,2348000.0,7151000.0,968000.0,406923000.0,340008000.0,
