,OperatingExpenses,NetIncomeLoss,Assets
March 2010,106500.0,-41000.0,
June 2010,106500.0,-41000.0,
September 2010,102000.0,-98000.0,
December 2010,111000.0,-108000.0,1799000.0
March 2011,86000.0,-21000.0,
June 2011,106000.0,368000.0,
September 2011,113000.0,-17000.0,2122000.0
December 2011,122000.0,-35000.0,2156000.0
March 2012,85000.0,1992000.0,2293000.0
June 2012,83000.0,46000.0,2219000.0
September 2012,79000.0,329000.0,2591000.0
December 2012,130000.0,-72000.0,2685000.0
March 2013,83000.0,19000.0,2752000.0
June 2013,76000.0,30000.0,2529000.0
September 2013,68000.0,31000.0,2599000.0
December 2013,90000.0,201000.0,2826000.0
March 2014,84000.0,-31000.0,2822000.0
June 2014,189000.0,-775000.0,1968000.0
September 2014,123000.0,-123000.0,1911000.0
