,OperatingExpenses,NetIncomeLoss,Assets
March 2009,,-3259500.0,
June 2009,,-3259500.0,
September 2009,,-3259500.0,
December 2009,,-3259500.0,
March 2010,,-4082000.0,
June 2010,,-5246000.0,
September 2010,,-1782000.0,
December 2010,,-5504000.0,203308000.0
March 2011,1400000.0,-4974000.0,
June 2011,1400000.0,-14311000.0,164297000.0
September 2011,,-24022000.0,130158000.0
December 2011,,-4834000.0,116026000.0
March 2012,50000.0,-1985000.0,112451000.0
June 2012,50000.0,5846000.0,66713000.0
September 2012,,13979000.0,49063000.0
