,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2016,-250000.0,,,
June 2016,-250000.0,,,
September 2016,-250000.0,,,
December 2016,-250000.0,,,
March 2017,2000000.0,,,
June 2017,17000000.0,,,
September 2017,13000000.0,,,
December 2017,120000000.0,2953000000.0,227753000.0,2725343000.0
March 2018,-15139000.0,2947279000.0,206839000.0,2740440000.0
June 2018,-48000000.0,2651000000.0,,
September 2018,-13000000.0,2617000000.0,,
December 2018,-186000000.0,2455000000.0,,
March 2019,-27000000.0,2439000000.0,,
June 2019,-19000000.0,2395000000.0,,
September 2019,-12000000.0,2323000000.0,,
December 2019,-154000000.0,2109000000.0,,
March 2020,-21000000.0,2146000000.0,,
June 2020,-107000000.0,1998000000.0,,
September 2020,-8000000.0,1882000000.0,,
December 2020,-42000000.0,1766000000.0,,
March 2021,-31000000.0,1704000000.0,,
June 2021,28000000.0,1605000000.0,,
September 2021,17000000.0,1528000000.0,,
