,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,138736750.0,127534000.0,5150250.0,,
June 2017,138736750.0,127534000.0,5150250.0,,
September 2017,138736750.0,127534000.0,5150250.0,,
December 2017,138736750.0,127534000.0,5150250.0,,
March 2018,148048000.0,136736000.0,5525000.0,,
June 2018,151107000.0,139743000.0,7286000.0,,
September 2018,151462000.0,139863000.0,7669000.0,,
December 2018,162313000.0,140758000.0,-4612000.0,1376862000.0,240372000.0
March 2019,165361000.0,152854000.0,3774000.0,,
June 2019,192985000.0,157641000.0,-10632000.0,2081598000.0,247619000.0
September 2019,177139000.0,161047000.0,12445000.0,2134846000.0,277991000.0
December 2019,183274000.0,167895000.0,9832000.0,2185529000.0,270826000.0
March 2020,220153000.0,186931000.0,12642000.0,2319097000.0,373094000.0
June 2020,221392000.0,198002000.0,29333000.0,2324293000.0,334833000.0
September 2020,207868000.0,189880000.0,40474000.0,2394266000.0,344663000.0
December 2020,216559000.0,197596000.0,24264000.0,2485624000.0,381957000.0
March 2021,208080000.0,188598000.0,18892000.0,2498737000.0,364651000.0
June 2021,214124000.0,192955000.0,19640000.0,2565752000.0,401990000.0
September 2021,210969000.0,191572000.0,17139000.0,2617668000.0,430405000.0
December 2021,226518000.0,200593000.0,6639000.0,2669808000.0,442745000.0
March 2022,231461000.0,207433000.0,11574000.0,2707046000.0,461132000.0
June 2022,252500000.0,224225000.0,20094000.0,2693396000.0,429034000.0
