,NetIncomeLoss,Assets,AssetsCurrent
September 2018,-7419.5,,
December 2018,-7419.5,,
March 2019,13.0,,
June 2019,-2.0,145222.0,145222.0
September 2019,-418.0,,
December 2019,-9009.0,,
March 2020,697557.0,139519457.0,727076.0
June 2020,-137084.0,139418819.0,591846.0
September 2020,-204368.0,139243203.0,412730.0
December 2020,-290436.0,138946346.0,112373.0
March 2021,-89814.0,139013590.0,176194.0
June 2021,-944077.0,140472459.0,251587.0
September 2021,-1928588.0,141740938.0,136517.0
December 2021,-1928588.0,33569160.0,64335.0
March 2022,216865.0,33543052.0,39779.0
June 2022,-1534609.0,33645076.0,103427.0
