,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,28472000.0,,,,
June 2013,28472000.0,,,,
September 2013,28472000.0,,,,
December 2013,28472000.0,,,,
March 2014,35031000.0,0.0,,,
June 2014,38966000.0,0.0,,,
September 2014,44606000.0,0.0,,,
December 2014,47256000.0,-32000.0,158622000.0,54682000.0,103940000.0
March 2015,50981000.0,683000.0,,,
June 2015,53148000.0,678000.0,248670000.0,59173000.0,189497000.0
September 2015,55817000.0,918000.0,255980000.0,60554000.0,195426000.0
December 2015,58881000.0,490000.0,256711000.0,53944000.0,202767000.0
March 2016,62430000.0,1381000.0,269570000.0,57731000.0,211839000.0
June 2016,67307000.0,1191000.0,305904000.0,56554000.0,249350000.0
September 2016,69391000.0,769000.0,322373000.0,58032000.0,264341000.0
December 2016,71102000.0,1320000.0,330366000.0,52528000.0,277838000.0
March 2017,74430000.0,1843000.0,342640000.0,58311000.0,284329000.0
June 2017,80579000.0,1117000.0,346531000.0,54347000.0,292184000.0
September 2017,84219000.0,397000.0,356690000.0,51975000.0,304715000.0
December 2017,84993000.0,-6403000.0,292124000.0,40133000.0,251991000.0
March 2018,91541000.0,654000.0,303432000.0,37139000.0,266293000.0
June 2018,98938000.0,2056000.0,306992000.0,36124000.0,270868000.0
September 2018,,-620000.0,313824000.0,42770000.0,271054000.0
December 2018,,687000.0,312606000.0,37944000.0,274662000.0
March 2019,,-176000.0,454348000.0,40885000.0,413463000.0
June 2019,,1972000.0,460750000.0,40206000.0,420544000.0
September 2019,,1038000.0,471416000.0,47445000.0,423971000.0
December 2019,,643000.0,478228000.0,49471000.0,428757000.0
