,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2018,1361343.0,2305.0,-450875.0,
June 2018,1886135.0,25171.0,-500087.0,
September 2018,1656739.0,8854.0,-373512.0,
December 2018,2750647.0,83349.0,-1418849.0,53107052.0
March 2019,1826865.0,55705.0,-686639.0,
June 2019,2686584.0,83444.0,-1058995.0,58973075.0
September 2019,2045388.0,68045.0,-606206.0,79302913.0
December 2019,2958251.0,54740.0,-663878.0,83239242.0
March 2020,3436437.0,75388.0,-1724293.0,83079786.0
June 2020,2792195.0,87191.0,-1571603.0,82890157.0
September 2020,2706506.0,78459.0,-1285914.0,81577307.0
December 2020,6082920.0,59603.0,-3598799.0,79271772.0
March 2021,2546815.0,62380.0,-2277524.0,80130213.0
June 2021,2577196.0,110287.0,-682963.0,97569190.0
September 2021,3090999.0,382302.0,-872015.0,89823785.0
December 2021,2567676.0,99168.0,-531762.0,92547088.0
March 2022,3138362.0,80706.0,-989284.0,92192745.0
June 2022,2759008.0,,-1014887.0,99943293.0
