,OperatingExpenses,NetIncomeLoss,Assets
March 2009,,11200500.0,
June 2009,,11200500.0,
September 2009,,11200500.0,
December 2009,,11200500.0,
March 2010,5210750.0,2765500.0,
June 2010,5210750.0,2765500.0,
September 2010,5210750.0,9234000.0,
December 2010,5210750.0,10250000.0,837946000.0
March 2011,4707250.0,-15198000.0,
June 2011,4707250.0,-5504000.0,
September 2011,4707250.0,-12971000.0,848291000.0
December 2011,4707250.0,5498000.0,905294000.0
March 2012,5854000.0,11506000.0,920129000.0
June 2012,5854000.0,4050000.0,903397000.0
September 2012,5854000.0,11687000.0,935210000.0
December 2012,5854000.0,4676000.0,983024000.0
March 2013,5872000.0,14943000.0,1016719000.0
June 2013,5872000.0,4907000.0,1007720000.0
September 2013,5872000.0,7771000.0,1065071000.0
December 2013,5872000.0,8967000.0,1072270000.0
March 2014,6285750.0,6361000.0,1085605000.0
June 2014,6285750.0,9340000.0,1123591000.0
September 2014,6285750.0,5770000.0,1125030000.0
December 2014,6285750.0,8246000.0,1144247000.0
March 2015,6655250.0,6243000.0,1126458000.0
June 2015,6655250.0,5718000.0,1125549000.0
September 2015,6655250.0,7780000.0,1093556000.0
December 2015,6655250.0,3541000.0,1085771000.0
March 2016,7421250.0,14112000.0,1098009000.0
June 2016,7421250.0,5969000.0,1112320000.0
September 2016,7421250.0,4001000.0,1145378000.0
December 2016,7421250.0,4864000.0,1154137000.0
March 2017,7244250.0,6756000.0,1178190000.0
June 2017,7244250.0,-12343000.0,1256292000.0
September 2017,7244250.0,7434000.0,1297556000.0
December 2017,7244250.0,16476000.0,1357016000.0
March 2018,8101500.0,330000.0,1367250000.0
June 2018,8101500.0,2487000.0,1389895000.0
September 2018,8101500.0,-12325000.0,1447030000.0
December 2018,8101500.0,-24567000.0,1490131000.0
March 2019,5669750.0,2748000.0,1539791000.0
June 2019,5669750.0,1535000.0,1571026000.0
September 2019,5669750.0,-707000.0,1596767000.0
December 2019,5669750.0,3771000.0,1634360000.0
March 2020,5560000.0,-22156000.0,1552095000.0
June 2020,5560000.0,11367000.0,1600268000.0
September 2020,5560000.0,3281000.0,1644823000.0
December 2020,5560000.0,11971000.0,1722827000.0
March 2021,,12938000.0,1762675000.0
