,NetIncomeLoss,Assets
March 2008,47163750.0,
June 2008,47163750.0,
September 2008,47163750.0,
December 2008,47163750.0,
March 2009,30836000.0,
June 2009,36968000.0,
September 2009,51649000.0,
December 2009,49622000.0,18120189000.0
March 2010,44170000.0,
June 2010,59734000.0,18379311000.0
September 2010,55885000.0,18751759000.0
December 2010,61921000.0,18502339000.0
March 2011,60453000.0,19017296000.0
June 2011,69034000.0,19570860000.0
September 2011,65352000.0,20638668000.0
December 2011,61504000.0,20649367000.0
March 2012,65799000.0,20526917000.0
June 2012,70733000.0,20742991000.0
September 2012,66006000.0,20878769000.0
December 2012,66791000.0,22159589000.0
March 2013,61017000.0,22227208000.0
June 2013,65805000.0,21910351000.0
September 2013,68224000.0,22452297000.0
December 2013,65915000.0,23072036000.0
March 2014,64313000.0,22837120000.0
June 2014,66531000.0,23005179000.0
September 2014,68185000.0,22701545000.0
December 2014,62725000.0,23994280000.0
March 2015,61055000.0,24049483000.0
June 2015,74353000.0,23705935000.0
September 2015,64612000.0,23967648000.0
December 2015,63710000.0,24604962000.0
March 2016,65374000.0,24506952000.0
June 2016,69893000.0,24709693000.0
September 2016,68545000.0,24734468000.0
December 2016,71579000.0,25641424000.0
March 2017,71504000.0,25308171000.0
June 2017,78960000.0,25078843000.0
September 2017,74564000.0,24979141000.0
December 2017,94355000.0,24833415000.0
March 2018,100984000.0,24611242000.0
June 2018,110330000.0,24524742000.0
September 2018,112576000.0,25062392000.0
December 2018,109652000.0,25463842000.0
March 2019,97138000.0,25033471000.0
June 2019,107971000.0,25772174000.0
September 2019,109242000.0,25876479000.0
December 2019,106880000.0,26065789000.0
March 2020,51857000.0,26793017000.0
June 2020,39863000.0,30496121000.0
September 2020,132448000.0,31453817000.0
December 2020,129889000.0,32922974000.0
March 2021,130972000.0,33269786000.0
June 2021,162326000.0,33856162000.0
September 2021,122561000.0,34497543000.0
December 2021,114906000.0,36689088000.0
March 2022,118154000.0,34986793000.0
June 2022,115794000.0,33435370000.0
