,OperatingExpenses,NetIncomeLoss,Assets
March 2015,92002500.0,12407000.0,
June 2015,92002500.0,12407000.0,
September 2015,92002500.0,12407000.0,
December 2015,92002500.0,12407000.0,
March 2016,92509000.0,11547000.0,
June 2016,86075000.0,16783000.0,
September 2016,90346000.0,21014000.0,
December 2016,96796000.0,12630000.0,3660640000.0
March 2017,96666000.0,6318000.0,
June 2017,92805000.0,11341000.0,3909945000.0
September 2017,241090000.0,-69831000.0,6015027000.0
December 2017,164627000.0,-19581000.0,6071807000.0
March 2018,148600000.0,-4190000.0,6061746000.0
June 2018,142766000.0,20574000.0,5914949000.0
September 2018,143357000.0,22830000.0,6011194000.0
December 2018,183138000.0,710000.0,5997285000.0
March 2019,154534000.0,24861000.0,6024694000.0
June 2019,149140000.0,-3040000.0,6007275000.0
September 2019,151834000.0,9360000.0,6022264000.0
December 2019,169901000.0,34390000.0,5986251000.0
March 2020,,42925000.0,6139813000.0
June 2020,,-36780000.0,6495777000.0
September 2020,,-22793000.0,6277324000.0
December 2020,,-45655000.0,6079547000.0
March 2021,,-20731000.0,6019317000.0
June 2021,,-2973000.0,6008211000.0
September 2021,,893000.0,6008978000.0
December 2021,,-56446000.0,6386206000.0
March 2022,,-32000.0,6315880000.0
June 2022,,123275000.0,5579902000.0
