,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,31158000.0,-2492000.0,,
June 2009,30316000.0,6028000.0,,
September 2009,27593000.0,18666000.0,,
December 2009,27593000.0,-17527000.0,1180141000.0,808843000.0
March 2010,37323000.0,33958000.0,,
June 2010,33468000.0,15558000.0,1264202000.0,903968000.0
September 2010,28810000.0,18909000.0,1262741000.0,903881000.0
December 2010,31610000.0,17746000.0,1258996000.0,912314000.0
March 2011,35369000.0,40587000.0,1382012000.0,1035096000.0
June 2011,33330000.0,22331000.0,1358544000.0,1016563000.0
September 2011,34245000.0,10475000.0,1358910000.0,1032796000.0
December 2011,33009000.0,12928000.0,1347604000.0,1026699000.0
March 2012,31602000.0,32599000.0,1445962000.0,1122220000.0
June 2012,33487000.0,17917000.0,1272440000.0,944050000.0
September 2012,32120000.0,15511000.0,1039416000.0,689509000.0
December 2012,32247000.0,16368000.0,1104155000.0,747194000.0
March 2013,31343000.0,26202000.0,1142913000.0,785157000.0
June 2013,34814000.0,91150000.0,1209875000.0,848306000.0
September 2013,32921000.0,39864000.0,1260621000.0,924343000.0
December 2013,35836000.0,15384000.0,1247767000.0,874717000.0
March 2014,32183000.0,24706000.0,1282829000.0,885213000.0
June 2014,35120000.0,35045000.0,1349858000.0,946046000.0
September 2014,34864000.0,23823000.0,1327736000.0,924178000.0
December 2014,29573000.0,17987000.0,1328096000.0,941213000.0
March 2015,32831000.0,21978000.0,1324830000.0,941131000.0
June 2015,33420000.0,33651000.0,1344958000.0,930772000.0
September 2015,32241000.0,17800000.0,1373526000.0,825499000.0
December 2015,31866000.0,14435000.0,1338801000.0,800401000.0
March 2016,35780000.0,28630000.0,1361020000.0,820761000.0
June 2016,34514000.0,27797000.0,1420475000.0,865723000.0
September 2016,32413000.0,25978000.0,1426121000.0,873594000.0
December 2016,33104000.0,17322000.0,1447476000.0,894323000.0
March 2017,35574000.0,29987000.0,1304921000.0,756085000.0
June 2017,34557000.0,27633000.0,1297264000.0,743751000.0
September 2017,33276000.0,22258000.0,1249224000.0,692828000.0
December 2017,37323000.0,5720000.0,1320173000.0,739115000.0
March 2018,34057000.0,24128000.0,1336844000.0,762827000.0
June 2018,38428000.0,33182000.0,1496384000.0,937513000.0
September 2018,38889000.0,20292000.0,1421743000.0,761204000.0
December 2018,37514000.0,26857000.0,1369549000.0,702618000.0
March 2019,40653000.0,15723000.0,1475053000.0,784533000.0
June 2019,40446000.0,27986000.0,1417068000.0,734504000.0
September 2019,40739000.0,29093000.0,1402765000.0,730709000.0
December 2019,40520000.0,28170000.0,1370940000.0,693772000.0
March 2020,42752000.0,32415000.0,1445939000.0,774126000.0
June 2020,33616000.0,27956000.0,1323390000.0,670691000.0
September 2020,38346000.0,42702000.0,1420012000.0,729865000.0
December 2020,44769000.0,36420000.0,1528568000.0,825361000.0
March 2021,45435000.0,63107000.0,1698329000.0,986535000.0
June 2021,43932000.0,108832000.0,1789437000.0,1081995000.0
September 2021,48524000.0,170980000.0,1728537000.0,1037943000.0
December 2021,46161000.0,125601000.0,1728936000.0,1019003000.0
March 2022,47456000.0,158316000.0,1945950000.0,1240548000.0
June 2022,48956000.0,206552000.0,2046972000.0,1335756000.0
