,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2009,524540250.0,60172750.0,,
June 2009,524540250.0,60172750.0,,
September 2009,524540250.0,60172750.0,,
December 2009,524540250.0,60172750.0,,
March 2010,493591000.0,42712000.0,,
June 2010,459662000.0,62701000.0,,
September 2010,563622000.0,102347000.0,,
December 2010,478909000.0,40815000.0,6736938000.0,807715000.0
March 2011,509803000.0,42893000.0,,
June 2011,455571000.0,60654000.0,6564125000.0,640534000.0
September 2011,567461000.0,99820000.0,6575142000.0,633665000.0
December 2011,467791000.0,49127000.0,6791350000.0,626182000.0
March 2012,555658000.0,3940000.0,6753407000.0,608709000.0
