,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,1451518.0,-2953.0,,,
June 2010,1230276.0,-1764936.0,,,
September 2010,1535291.0,-2701472.0,,,
December 2010,1170723.0,1968915.0,7833820.0,5368286.0,
March 2011,1185717.0,27641.0,,,
June 2011,1186539.0,-541382.0,7044918.0,6014035.0,
September 2011,1293373.0,-982809.0,5837680.0,4949743.0,
December 2011,1113853.0,1985599.0,6269193.0,5431843.0,
March 2012,1111495.0,-466896.0,6343558.0,5595138.0,
June 2012,988441.0,-5243304.0,7599216.0,5852351.0,
September 2012,1159961.0,-1154579.0,,,
December 2012,1792147.0,-1018366.0,6848107.0,5356064.0,
March 2013,1285238.0,-238492.0,7134369.0,5750610.0,
June 2013,1268835.0,-37439.0,6074338.0,4842389.0,
September 2013,1298709.0,-633263.0,6523145.0,5362896.0,
December 2013,1443331.0,-833814.0,5485091.0,4465189.0,
March 2014,1188880.0,-501758.0,5546971.0,4603965.0,
June 2014,3200533.0,-2487141.0,6362626.0,5188265.0,
September 2014,1391079.0,-213694.0,9130325.0,7778559.0,
December 2014,1487780.0,-1982094.0,7174061.0,6019620.0,
March 2015,1549483.0,-3221528.0,7675786.0,6743362.0,
June 2015,1486009.0,-1489199.0,7047971.0,6187295.0,
September 2015,1446394.0,-394447.0,9689494.0,8776835.0,
December 2015,1617678.0,-1271294.0,8345533.0,7557596.0,
March 2016,1630136.0,-403197.0,9807274.0,9003706.0,
June 2016,1275945.0,-1479904.0,8276685.0,7599651.0,
September 2016,1275345.0,56313.0,7000656.0,6365138.0,
December 2016,1292140.0,-841149.0,6272989.0,5760029.0,
March 2017,1596497.0,-646302.0,6539410.0,6124174.0,
June 2017,1722908.0,-445861.0,5993573.0,5667547.0,
September 2017,1189170.0,1495962.0,6637085.0,6304447.0,
December 2017,1590369.0,1218621.0,7195703.0,6925709.0,
March 2018,1590254.0,928744.0,8539657.0,8263294.0,
June 2018,820052.0,760489.0,8998267.0,8552448.0,
September 2018,1167813.0,479814.0,8245260.0,7847257.0,
December 2018,1348773.0,309408.0,9160667.0,8565900.0,594767.0
March 2019,1135057.0,-751284.0,11049110.0,8149949.0,2899161.0
June 2019,1261878.0,-694557.0,9836400.0,7125890.0,2710510.0
September 2019,967306.0,-165810.0,9231462.0,6673037.0,2558425.0
December 2019,1318256.0,416916.0,8565280.0,6212471.0,2352809.0
