,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,616884.0,616884.0,,,
September 2010,1107232.0,1107232.0,,,
December 2010,739065.0,739065.0,,,
March 2011,702953.0,702953.0,,2408500.0,273331.0
June 2011,1118526.0,1118526.0,-813960.5,2716080.0,639006.0
September 2011,780379.0,780379.0,-813960.5,2507517.0,488535.0
December 2011,660773.0,660773.0,171622.0,2596540.0,636011.0
March 2012,543504.0,543504.0,,2353230.0,450179.0
June 2012,959827.0,959827.0,-980442.5,2329793.0,481628.0
September 2012,828653.0,828653.0,-980442.5,2351931.0,561523.0
December 2012,275352.0,275352.0,1012573.0,2119351.0,386344.0
