,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2007,,2041000000.0,4289000000.0,,
December 2007,,2041000000.0,4707000000.0,,
March 2008,,2041000000.0,4388000000.0,,
June 2008,,2041000000.0,4297000000.0,,
September 2008,,2283000000.0,4373000000.0,,
December 2008,,2290000000.0,4174000000.0,,
March 2009,,2212000000.0,2977000000.0,,
June 2009,,2225000000.0,3045000000.0,77888000000.0,49280000000.0
September 2009,,2065000000.0,3574000000.0,81612000000.0,52231000000.0
December 2009,,2079000000.0,6662000000.0,82096000000.0,52487000000.0
March 2010,,2220000000.0,4006000000.0,84910000000.0,54518000000.0
June 2010,,2350000000.0,4518000000.0,86113000000.0,55676000000.0
September 2010,6801250000.0,2196000000.0,5410000000.0,91540000000.0,59581000000.0
December 2010,6801250000.0,2185000000.0,6634000000.0,92306000000.0,59684000000.0
March 2011,6801250000.0,2269000000.0,5232000000.0,99727000000.0,66263000000.0
June 2011,6801250000.0,2393000000.0,5874000000.0,108704000000.0,74918000000.0
September 2011,6392000000.0,2329000000.0,5738000000.0,107415000000.0,75271000000.0
December 2011,7253000000.0,2371000000.0,6624000000.0,,
March 2012,7081000000.0,2517000000.0,5108000000.0,118010000000.0,76860000000.0
June 2012,13704000000.0,2594000000.0,-492000000.0,121271000000.0,85084000000.0
September 2012,6532000000.0,2460000000.0,4466000000.0,121876000000.0,84051000000.0
December 2012,7993000000.0,2528000000.0,6377000000.0,128683000000.0,89574000000.0
March 2013,8090000000.0,2640000000.0,6055000000.0,134105000000.0,93524000000.0
June 2013,8221000000.0,2783000000.0,4965000000.0,142431000000.0,101466000000.0
September 2013,7050000000.0,2767000000.0,5244000000.0,142348000000.0,99450000000.0
December 2013,8228000000.0,2748000000.0,6558000000.0,153543000000.0,106870000000.0
March 2014,7451000000.0,2743000000.0,5660000000.0,156119000000.0,109006000000.0
June 2014,9267000000.0,3123000000.0,4612000000.0,172384000000.0,114246000000.0
September 2014,7944000000.0,3065000000.0,4540000000.0,169656000000.0,112439000000.0
December 2014,8558000000.0,2903000000.0,5863000000.0,174848000000.0,116362000000.0
March 2015,7974000000.0,2984000000.0,4985000000.0,176683000000.0,118398000000.0
June 2015,17905000000.0,3094000000.0,-3195000000.0,174472000000.0,122797000000.0
September 2015,,2962000000.0,4620000000.0,172896000000.0,121656000000.0
December 2015,,2900000000.0,4998000000.0,180098000000.0,127812000000.0
March 2016,,2980000000.0,3756000000.0,181869000000.0,128421000000.0
June 2016,,3146000000.0,3122000000.0,193694000000.0,139660000000.0
September 2016,,3106000000.0,5667000000.0,212524000000.0,157909000000.0
December 2016,,3062000000.0,6267000000.0,224610000000.0,144949000000.0
March 2017,,3355000000.0,5486000000.0,225017000000.0,146313000000.0
June 2017,,3514000000.0,6513000000.0,241086000000.0,159851000000.0
September 2017,,3574000000.0,6576000000.0,249097000000.0,161031000000.0
December 2017,,3504000000.0,-6302000000.0,256003000000.0,167633000000.0
March 2018,,3715000000.0,7424000000.0,245497000000.0,156659000000.0
June 2018,,3933000000.0,8873000000.0,258848000000.0,169662000000.0
September 2018,,3977000000.0,8824000000.0,257619000000.0,164195000000.0
December 2018,,4070000000.0,8420000000.0,258859000000.0,156874000000.0
March 2019,,4316000000.0,8809000000.0,263281000000.0,159887000000.0
June 2019,,4513000000.0,13187000000.0,286556000000.0,175552000000.0
September 2019,,4565000000.0,10678000000.0,278955000000.0,165896000000.0
December 2019,,4603000000.0,11649000000.0,282794000000.0,167074000000.0
March 2020,,4887000000.0,10752000000.0,285449000000.0,170505000000.0
June 2020,,5214000000.0,11202000000.0,301311000000.0,181915000000.0
September 2020,,4926000000.0,13893000000.0,301001000000.0,177077000000.0
December 2020,,4899000000.0,15463000000.0,304137000000.0,173973000000.0
March 2021,,5204000000.0,15457000000.0,308879000000.0,165614000000.0
June 2021,,5687000000.0,16458000000.0,333779000000.0,184406000000.0
September 2021,,5599000000.0,20505000000.0,335418000000.0,174326000000.0
December 2021,,5758000000.0,18765000000.0,340389000000.0,174188000000.0
March 2022,,6306000000.0,16728000000.0,344607000000.0,153922000000.0
June 2022,,6849000000.0,16740000000.0,364840000000.0,169684000000.0
