,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,382168.5,,-153836.5,,,
June 2010,382168.5,,-153836.5,,,
September 2010,396220.0,,-179900.0,,,
December 2010,574517.0,,-316027.0,1063544.0,442325.0,
March 2011,614187.0,,-385824.0,,,
June 2011,475198.0,,-415494.0,,,
September 2011,688005.0,,-619631.0,977838.0,,
December 2011,8645737.0,,-1330618.0,684222.0,602204.0,
March 2012,533869.0,,-263644.0,1112589.0,632247.0,
June 2012,2244893.0,,-470667.0,,,
September 2012,3013254.0,,-367612.0,1094501.0,985503.0,
December 2012,5011131.0,,-1339074.0,1282214.0,1224397.0,
March 2013,2732777.0,,-941945.0,973097.0,882512.0,
June 2013,3414816.0,,-1014596.0,869183.0,779730.0,
September 2013,3474706.0,,-1520044.0,894142.0,805821.0,
December 2013,4020626.0,,-439116.0,1066715.0,979526.0,
March 2014,859367.0,,-349643.0,,,
June 2014,631336.0,,-397622.0,,,
September 2014,510768.0,,1247950.0,328507.0,194607.0,
December 2014,659472.0,,-1272359.0,171742.0,64977.0,106765.0
March 2015,404320.0,,-1120215.0,,,
June 2015,563629.0,,-1321477.0,280120.0,221363.0,58757.0
September 2015,985862.0,,-772989.0,419267.0,360057.0,
December 2015,819039.0,,-1071977.0,396937.0,68600.0,
March 2016,575356.0,,-496210.0,346263.0,7228.0,
June 2016,402280.0,,-2705196.0,351481.0,12446.0,
September 2016,271996.0,,2234454.0,343676.0,4641.0,
December 2016,281932.0,,-1060629.0,343493.0,14227.0,
March 2017,476189.0,,-2186933.0,358850.0,19584.0,
June 2017,482725.0,,-5486323.0,429325.0,15059.0,
September 2017,605852.0,,1140984.0,869357.0,230091.0,
December 2017,1611639.0,,-7156428.0,730153.0,20887.0,
March 2018,432815.0,27927.25,6719388.0,822731.0,68965.0,
June 2018,466073.0,27927.25,1029792.0,756594.0,2828.0,
September 2018,568918.0,27927.25,-972093.0,789111.0,35345.0,
December 2018,124521.0,27927.25,1142433.0,832340.0,43574.0,
March 2019,217032.0,0.0,-450552.0,795649.0,6883.0,
June 2019,447816.0,34700.0,-956391.0,,,
September 2019,410124.0,17770.0,464144.0,,,
December 2019,506558.0,37349.0,-996874.0,563652.0,17502.0,
March 2020,437542.0,65285.0,-452307.0,555181.0,9031.0,
June 2020,562138.0,5382.0,-1323178.0,574270.0,28120.0,
September 2020,449609.0,46887.0,61801.0,578883.0,27733.0,
December 2020,298285.0,3000.0,-9399.0,608572.0,57422.0,
March 2021,277078.0,3852.0,-215939.0,741483.0,190333.0,
June 2021,543692.0,17877.0,-102388.0,586508.0,35358.0,
September 2021,421109.0,14400.0,-318518.0,565506.0,14356.0,
December 2021,653239.0,34543.0,-273317.0,564445.0,13295.0,
March 2022,424189.0,7163.0,-423313.0,,,
June 2022,430689.0,24931.0,-446929.0,593094.0,31944.0,
