,NetIncomeLoss,Assets
March 2009,1646250.0,
June 2009,1646250.0,
September 2009,1646250.0,
December 2009,1646250.0,
March 2010,1974000.0,
June 2010,2159000.0,
September 2010,1803000.0,
December 2010,1676000.0,951889000.0
March 2011,1849000.0,
June 2011,1758000.0,1006530000.0
September 2011,1059000.0,996941000.0
December 2011,1903000.0,990248000.0
March 2012,1369000.0,1035898000.0
June 2012,1906000.0,
September 2012,1747000.0,1057273000.0
December 2012,344000.0,1027363000.0
March 2013,1551000.0,1054196000.0
June 2013,1355000.0,1032641000.0
September 2013,2185000.0,1003270000.0
December 2013,1141000.0,984587000.0
March 2014,1826000.0,1026451000.0
June 2014,2319000.0,1022551000.0
September 2014,2410000.0,1022798000.0
December 2014,1847000.0,1001448000.0
March 2015,2884000.0,1019337000.0
June 2015,2474000.0,1028539000.0
September 2015,2579000.0,1036323000.0
December 2015,2267000.0,1035295000.0
March 2016,2726000.0,1069936000.0
June 2016,1561000.0,1084046000.0
September 2016,2075000.0,1107120000.0
December 2016,1723000.0,1127443000.0
March 2017,3020000.0,1131134000.0
June 2017,3342000.0,1134655000.0
September 2017,3076000.0,1165549000.0
December 2017,-7263000.0,1179813000.0
March 2018,3502000.0,1168542000.0
June 2018,-5181000.0,1177541000.0
September 2018,4000000.0,1194624000.0
December 2018,3804000.0,1209587000.0
March 2019,3237000.0,1212960000.0
June 2019,3984000.0,1252141000.0
September 2019,4499000.0,1301773000.0
December 2019,4395000.0,1269157000.0
March 2020,1719000.0,1262126000.0
June 2020,3067000.0,1423111000.0
September 2020,3462000.0,1511213000.0
December 2020,4552000.0,1535038000.0
March 2021,4830000.0,1597559000.0
June 2021,5271000.0,1678308000.0
September 2021,5862000.0,1732441000.0
December 2021,3653000.0,1773806000.0
March 2022,3012000.0,1767061000.0
June 2022,3578000.0,1832296000.0
