,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2010,11469.0,-15733.0,,
September 2010,11469.0,-9090.0,,
December 2010,11469.0,-11694.0,,
March 2011,11469.0,-9359.0,,
June 2011,7802.0,-7802.0,12361.0,12361.0
September 2011,6872.0,-6872.0,5181.0,5181.0
December 2011,169517.0,-8276.0,2242.0,2242.0
March 2012,45352.0,-10344.0,2966.0,2966.0
June 2012,72844.0,-61442.0,,
September 2012,10805.0,-10805.0,,
December 2012,71580.0,-55663.0,202589.0,198070.0
March 2013,47002.0,-36780.0,199967.0,195388.0
June 2013,67747.0,-59136.0,177191.0,173145.0
