,NetIncomeLoss,Assets
March 2009,1145250.0,
June 2009,1145250.0,
September 2009,1145250.0,
December 2009,1145250.0,
March 2010,712000.0,
June 2010,-1307000.0,
September 2010,1534000.0,
December 2010,4914000.0,1792348000.0
March 2011,160000.0,
June 2011,-16239000.0,1774142000.0
September 2011,1481000.0,1773433000.0
December 2011,34155000.0,1861099000.0
March 2012,-5219000.0,1980632000.0
June 2012,21640000.0,2313749000.0
September 2012,-312000.0,2345422000.0
December 2012,-18190000.0,2329407000.0
March 2013,1514000.0,2484880000.0
June 2013,36543000.0,2597395000.0
September 2013,917000.0,2617441000.0
December 2013,-43124000.0,2658009000.0
March 2014,-1649000.0,2637520000.0
June 2014,291000.0,2618094000.0
September 2014,14104000.0,2603446000.0
