,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,30809750.0,14392000.0,,,
June 2013,30809750.0,14392000.0,,,
September 2013,30809750.0,14392000.0,,,
December 2013,30809750.0,14392000.0,2216816000.0,,
March 2014,29201000.0,22602000.0,,,
June 2014,40359000.0,15383000.0,,,
September 2014,64694000.0,24601000.0,,,
December 2014,60346000.0,10241000.0,3203400000.0,746136000.0,2478476000.0
March 2015,56200000.0,32400000.0,3254895000.0,801236000.0,
June 2015,57856000.0,44109000.0,3212063000.0,764338000.0,
September 2015,64800000.0,28200000.0,3201981000.0,767220000.0,
December 2015,70744000.0,20549000.0,3157600000.0,736000000.0,2421600000.0
March 2016,60800000.0,24900000.0,3204200000.0,785600000.0,
June 2016,60000000.0,35500000.0,3177900000.0,775800000.0,
September 2016,56200000.0,19300000.0,3185700000.0,781100000.0,
December 2016,65300000.0,16600000.0,3190500000.0,791700000.0,2398800000.0
