,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,1251066.25,190748.0,,-2513204.0,2972073.0,1605417.0,1366656.0
June 2013,1251066.25,165087.0,,-445955.0,3161459.0,1788575.0,1372884.0
September 2013,1251066.25,142912.0,,-15372517.0,3840038.0,2394639.0,1445399.0
December 2013,1251066.25,245483.0,,-7821482.0,12286744.0,7744115.0,1544869.0
March 2014,1457021.0,222380.0,,-5315128.0,11930499.0,7308579.0,1687803.0
June 2014,2041101.0,263335.0,,-1965815.0,11240624.0,6217550.0,2070837.0
September 2014,2583406.0,349335.0,,-2724309.0,26689999.0,16035890.0,7773496.0
December 2014,5716391.0,413957.0,,-5590106.0,21953515.0,10706806.0,
March 2015,4110816.0,158469.0,,-4116739.0,18346581.0,7120124.0,
June 2015,2059771.0,308105.0,,-1288703.0,23278071.0,12129817.0,
September 2015,2466079.0,529590.0,,-2761691.0,21016310.0,9870449.0,
December 2015,2826655.0,673223.0,,-2864798.0,18370512.0,7227948.0,
March 2016,3352050.0,597391.0,,-3252452.0,20599927.0,9604685.0,
June 2016,2689917.0,509928.0,,-2902354.0,17691479.0,6810717.0,
September 2016,2411194.0,691970.0,,-2679988.0,19568383.0,8669052.0,
December 2016,2504987.0,541669.0,,-2746636.0,27642357.0,16797435.0,
March 2017,2696052.0,550851.0,2069621.75,-2621277.0,25365404.0,14199809.0,
June 2017,3117470.0,813287.0,2069621.75,-3355624.0,29121706.0,18039647.0,
September 2017,2933712.0,784587.0,2069621.75,-3316634.0,31660924.0,19725885.0,
December 2017,3844718.0,1217743.0,2069621.75,-3735582.0,79739406.0,67621455.0,
March 2018,5040350.0,2516769.0,2175050.5,1386488.0,82729915.0,64302193.0,
June 2018,7202226.0,4781407.0,2175050.5,-6738652.0,78573057.0,59002012.0,
September 2018,6359783.0,4009808.0,1997958.0,6304654.0,86415590.0,67667902.0,
December 2018,6315255.0,3681762.0,2237474.0,-8919401.0,77302136.0,61197526.0,
March 2019,5276249.0,2451442.0,2474000.0,-2073000.0,77429379.0,57547941.0,
June 2019,4943000.0,1986608.0,2586000.0,-8042000.0,70546185.0,52086071.0,
September 2019,7584448.0,1992687.0,4059000.0,-10245717.0,61864260.0,47749964.0,
December 2019,5777303.0,1626410.0,3837417.0,-6198432.0,68951365.0,42743498.0,
March 2020,4429000.0,960000.0,3141000.0,-4028000.0,64464000.0,38495000.0,
June 2020,4954000.0,,3501000.0,-5057000.0,61138000.0,36295000.0,
September 2020,4402000.0,,3169000.0,-4221000.0,57400000.0,33089000.0,
December 2020,6836000.0,,5160000.0,-6405000.0,51694000.0,28341000.0,
March 2021,5818000.0,856000.0,4829000.0,-5030000.0,59681000.0,36383000.0,
June 2021,7226000.0,903000.0,6177000.0,-4174000.0,97159000.0,70714000.0,
September 2021,8018000.0,,6821000.0,-9440000.0,86455000.0,62174000.0,
December 2021,9419000.0,,8054000.0,-13965000.0,75954000.0,54385000.0,
March 2022,8606000.0,,7305000.0,-8918000.0,66477000.0,44982000.0,
June 2022,11368000.0,,9471000.0,-11498000.0,119461000.0,44680000.0,
