,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2010,,,-6887.25,,,
March 2011,,,-6887.25,,,
June 2011,,,-6887.25,,,
September 2011,,,-6887.25,264736.0,201638.0,
December 2011,,,-81422.75,412293.0,342619.0,
March 2012,,,-81422.75,268233.0,183944.0,
June 2012,,,-81422.75,318740.0,278228.0,
September 2012,,,-81422.75,351249.0,322324.0,
December 2012,,,-82411.75,253182.0,231269.0,
March 2013,,,-82411.75,272398.0,257497.0,
June 2013,,,-82411.75,196539.0,188441.0,
September 2013,,,-82411.75,255336.0,253622.0,
December 2013,49926.0,2882.0,-32563.0,219494.0,216780.0,
March 2014,277041.0,103485.0,-265249.0,339083.0,330717.0,
June 2014,739718.0,0.0,-654381.0,7336509.0,6286923.0,
September 2014,1295091.0,-83242.0,-1880009.0,5677796.0,5628725.0,
December 2014,1752651.0,137486.0,-1699602.0,4862785.0,4080736.0,
March 2015,771330.0,131536.0,-711554.0,4252682.0,2770468.0,
June 2015,771236.0,73652.0,-771530.0,3439163.0,1974872.0,
September 2015,76770.0,-198908.0,-1149643.0,2172889.0,785198.0,
December 2015,859387.0,,-1732861.0,1531827.0,147849.0,
March 2016,462015.0,,-446197.0,1537574.0,270776.0,
June 2016,1275962.0,,-1096008.0,1462859.0,250850.0,
September 2016,723653.0,,-423953.0,1446875.0,297927.0,
December 2016,587809.0,,-126160.0,1422595.0,326411.0,
March 2017,605639.0,,-223600.0,1549520.0,514355.0,
June 2017,587663.0,,-408577.0,1472840.0,376480.0,
September 2017,520103.0,,-306803.0,1571236.0,544187.0,
December 2017,941730.0,,-179017.0,1994392.0,893920.0,
March 2018,639811.0,,-700396.0,1643040.0,571317.0,
June 2018,543971.0,,-500075.0,1342148.0,334316.0,
September 2018,403336.0,,-274169.0,1399206.0,442098.0,
December 2018,661616.0,,-462174.0,1536167.0,643440.0,
March 2019,679437.0,,-451465.0,,,
June 2019,720028.0,,-489628.0,1388960.0,596179.0,
September 2019,621869.0,,-402065.0,1355933.0,629319.0,
December 2019,615315.0,,-220427.0,1896275.0,469229.0,
March 2020,852223.0,,-609143.0,2409529.0,477730.0,
June 2020,531383.0,,-520687.0,2258388.0,484229.0,
September 2020,989296.0,,-959233.0,1788353.0,397242.0,1391111.0
December 2020,427764.0,,-390637.0,1558566.0,273226.0,
March 2021,213625.0,,18201.0,1569680.0,384107.0,
June 2021,358123.0,,-177214.0,1497263.0,409244.0,
September 2021,488101.0,,-136853.0,1888001.0,826865.0,1061136.0
December 2021,507296.0,,-290325.0,2117557.0,1136142.0,981415.0
March 2022,521876.0,,-373596.0,2370122.0,1469598.0,900524.0
June 2022,426585.0,,-576733.0,1935136.0,1111863.0,823273.0
