,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,8226500.0,1194250.0,,
June 2009,8226500.0,1194250.0,,
September 2009,8226500.0,1194250.0,,
December 2009,8226500.0,1194250.0,,
March 2010,5366000.0,1800000.0,,
June 2010,4855000.0,-189000.0,,
September 2010,6262000.0,1947000.0,,
December 2010,7472000.0,-6313000.0,149273000.0,134543000.0
March 2011,9220000.0,-6909000.0,,
June 2011,7893000.0,-9019000.0,145604000.0,129947000.0
September 2011,8725000.0,-4078000.0,142818000.0,122565000.0
December 2011,7659000.0,2700000.0,157569000.0,114916000.0
March 2012,3352000.0,-1928000.0,127796000.0,109361000.0
June 2012,5235000.0,-819000.0,124938000.0,105111000.0
September 2012,5615000.0,-5949000.0,121131000.0,100373000.0
December 2012,7090000.0,13532000.0,127796000.0,92914000.0
March 2013,5629000.0,-3076000.0,133351000.0,101600000.0
June 2013,4425000.0,6119000.0,135348000.0,108107000.0
September 2013,4474000.0,1523000.0,129720000.0,105659000.0
December 2013,6996000.0,2323000.0,136877000.0,113353000.0
March 2014,5135000.0,755000.0,144245000.0,122629000.0
June 2014,4252000.0,1610000.0,142239000.0,119349000.0
September 2014,5297000.0,1480000.0,144618000.0,124062000.0
December 2014,5882000.0,9283000.0,141574000.0,121848000.0
March 2015,6793000.0,6408000.0,149809000.0,120853000.0
June 2015,7124000.0,9576000.0,160257000.0,136713000.0
September 2015,8368000.0,7236000.0,173772000.0,161446000.0
December 2015,11346000.0,10151000.0,457181000.0,251360000.0
March 2016,14671000.0,-4057000.0,448210000.0,228130000.0
June 2016,10933000.0,-832000.0,469744000.0,237702000.0
September 2016,9976000.0,8092000.0,459564000.0,237481000.0
December 2016,11035000.0,15283000.0,520851000.0,307232000.0
March 2017,10333000.0,4624000.0,529203000.0,322359000.0
June 2017,19099000.0,-181167000.0,365083000.0,165135000.0
September 2017,10133000.0,10367000.0,388144000.0,190061000.0
