,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2008,249004.26666666666,163636.26666666666,-234338.8,,,
September 2008,249004.26666666666,163636.26666666666,-234338.8,,,
December 2008,249004.26666666666,163636.26666666666,-234338.8,,,
March 2009,249004.26666666666,163636.26666666666,-234338.8,,,
June 2009,249004.26666666666,163636.26666666666,-234338.8,,,
September 2009,249004.26666666666,163636.26666666666,-234338.8,,,
December 2009,249004.26666666666,163636.26666666666,-234338.8,,,
March 2010,249004.26666666666,163636.26666666666,-234338.8,,,
June 2010,249004.26666666666,163636.26666666666,-234338.8,,,
September 2010,249004.26666666666,163636.26666666666,-234338.8,,,
December 2010,249004.26666666666,163636.26666666666,-234338.8,,,
March 2011,249004.26666666666,163636.26666666666,-234338.8,,,
June 2011,249004.26666666666,163636.26666666666,-234338.8,,,
September 2011,249004.26666666666,163636.26666666666,-234338.8,,,
December 2011,249004.26666666666,163636.26666666666,-234338.8,,,
March 2012,443629.0,170765.0,-441684.0,,,
June 2012,639116.0,178410.0,-659845.0,,,
September 2012,522290.0,242220.0,-567809.0,,,
December 2012,740752.0,311543.0,-750862.0,147582.0,73037.0,63763.0
March 2013,770482.0,440289.0,-3063856.0,,,
June 2013,1582093.0,688979.0,-1620774.0,3602673.0,3532560.0,60275.0
September 2013,1960824.0,992360.0,-2329110.0,24423255.0,24399294.0,10862.0
December 2013,2251242.0,616060.0,-2059276.0,23020066.0,22930795.0,
March 2014,2394882.0,533628.0,-2330597.0,20400078.0,20332768.0,
June 2014,2977433.0,849359.0,-2846915.0,18054754.0,17552785.0,
September 2014,3116109.0,1025442.0,-3000404.0,16736660.0,16088857.0,
December 2014,3698503.0,452802.0,-3610901.0,15916000.0,15276000.0,
March 2015,3982180.0,503551.0,-3909198.0,22831276.0,22151534.0,
June 2015,4854240.0,587240.0,-4713471.0,20952321.0,20200349.0,
September 2015,5343445.0,677151.0,-5185465.0,16662528.0,15940189.0,
December 2015,6842851.0,14898393.0,-6487122.0,13217762.0,12498756.0,
March 2016,4689166.0,500173.0,-4559603.0,13157138.0,12483800.0,
June 2016,2859623.0,454907.0,-2925221.0,8233943.0,7555408.0,
September 2016,2513707.0,559177.0,-1616946.0,9792317.0,9125441.0,
December 2016,3406466.0,7816420.0,-3472182.0,8896599.0,8263021.0,
March 2017,3339916.0,1812901.0,-3189937.0,12017857.0,11411832.0,
June 2017,3734513.0,2151932.0,-3218915.0,17064703.0,8629065.0,
September 2017,3012398.0,1823922.0,-2300807.0,14719395.0,6225612.0,
December 2017,4775965.0,2478794.0,-3132012.0,20189476.0,11745157.0,
March 2018,4664407.0,2872950.0,-3321766.0,19458468.0,10620611.0,
June 2018,5380922.0,3479776.0,-4050071.0,37464263.0,28682801.0,
September 2018,6104197.0,4403759.0,-3658562.0,32325931.0,23508308.0,
December 2018,7604636.0,5476529.0,-4703455.0,37763837.0,28714133.0,
March 2019,6634138.0,3172247.0,-5715476.0,33897955.0,24406068.0,
June 2019,5396600.0,3424141.0,-4770870.0,29702758.0,20238366.0,
September 2019,6361492.0,3129356.0,-6194598.0,24451646.0,15789955.0,
December 2019,5402679.0,3287860.0,-3336624.0,25956581.0,15209123.0,
March 2020,6026054.0,2782506.0,-6292106.0,37821300.0,27126630.0,
June 2020,5435471.0,2790797.0,-4454430.0,58153031.0,47601171.0,
September 2020,9980856.0,3172663.0,-8851609.0,129710318.0,119141747.0,
December 2020,7629950.0,4192929.0,-6451592.0,124194642.0,113794187.0,
March 2021,8179893.0,3406248.0,-7532178.0,144470109.0,133878327.0,
June 2021,7174559.0,4216294.0,-6543197.0,138789519.0,124759285.0,
September 2021,8066635.0,4381542.0,-7432720.0,132655225.0,111831308.0,
December 2021,14110758.0,6817194.0,-13563373.0,120961233.0,99331370.0,
March 2022,7688970.0,3933347.0,-8120587.0,114266522.0,86577757.0,
June 2022,9764061.0,4726517.0,-10157286.0,131854793.0,79388718.0,
