,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,12950000.0,3691500.0,-1833500.0,,,
June 2019,12950000.0,3691500.0,-1833500.0,,,
September 2019,12950000.0,3691500.0,-1833500.0,,,
December 2019,12950000.0,3691500.0,-1833500.0,,,
March 2020,13828500.0,4570750.0,-269000.0,,,
June 2020,13828500.0,4570750.0,-269000.0,,,
September 2020,13828500.0,4570750.0,-269000.0,,,
December 2020,13828500.0,4570750.0,-5000.0,165778.0,165778.0,7835000.0
March 2021,14339000.0,5297000.0,-1880581.0,254826955.0,1809980.0,
June 2021,21338666.666666668,6131000.0,-738868.0,254337981.0,1312889.0,
September 2021,21338666.666666668,6595500.0,-1548638.0,253752249.0,709684.0,
December 2021,21338666.666666668,6595500.0,-7303913.0,205532000.0,195249000.0,10283000.0
March 2022,29315000.0,7329000.0,-7449000.0,258639000.0,90778000.0,167861000.0
June 2022,,9710000.0,4300000.0,255846000.0,92824000.0,163022000.0
