,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,8787250.0,1270000.0,-9615750.0,,
June 2010,8787250.0,1270000.0,-9615750.0,,
September 2010,8787250.0,1270000.0,-9615750.0,,
December 2010,8787250.0,1270000.0,-9615750.0,,
March 2011,7451000.0,1747000.0,-11049000.0,,
June 2011,7251000.0,1895000.0,-7377000.0,,
September 2011,8425000.0,1501000.0,-9734000.0,,
December 2011,7500000.0,2785000.0,81975000.0,53730000.0,49399000.0
March 2012,5358000.0,2728000.0,-9277000.0,43202000.0,38417000.0
June 2012,4703000.0,4645000.0,-13482000.0,79965000.0,77805000.0
September 2012,8306000.0,4075000.0,-13482000.0,67014000.0,62889000.0
December 2012,5150000.0,8684000.0,-13512000.0,93989000.0,91462000.0
March 2013,4522000.0,13533000.0,-18414000.0,79061000.0,76332000.0
June 2013,3542000.0,12214000.0,-27357000.0,131973000.0,110617000.0
September 2013,3779000.0,14620000.0,-24096000.0,123765000.0,102862000.0
December 2013,5402000.0,15223000.0,-22406000.0,110995000.0,97161000.0
March 2014,4482000.0,17527000.0,-15543000.0,97520000.0,79929000.0
June 2014,4677000.0,19581000.0,3202000.0,94190000.0,71981000.0
September 2014,4657000.0,17343000.0,27858000.0,126325000.0,102968000.0
December 2014,5770000.0,18020000.0,4354000.0,137508000.0,108892000.0
March 2015,3683000.0,19402000.0,917000.0,139637000.0,101505000.0
June 2015,6878000.0,23336000.0,2005000.0,154168000.0,105740000.0
September 2015,9129000.0,22900000.0,4222000.0,166770000.0,102551000.0
December 2015,9445000.0,23566000.0,6853000.0,188730000.0,105977000.0
March 2016,10562000.0,25160000.0,4987000.0,194474000.0,93955000.0
June 2016,11109000.0,26121000.0,10251000.0,218633000.0,114140000.0
September 2016,7868000.0,25675000.0,61826000.0,285116000.0,138203000.0
December 2016,13252000.0,29054000.0,14320000.0,309568000.0,151404000.0
March 2017,9601000.0,28238000.0,10297000.0,322256000.0,149757000.0
June 2017,10823000.0,35078000.0,17368000.0,346370000.0,165492000.0
September 2017,12980000.0,40825000.0,15961000.0,385478000.0,191330000.0
December 2017,16173000.0,33764000.0,13658000.0,424464000.0,228451000.0
March 2018,18908000.0,36849000.0,26352000.0,825160000.0,583246000.0
June 2018,20038000.0,40097000.0,30737000.0,852799000.0,284516000.0
September 2018,20422000.0,40892000.0,28011000.0,922512000.0,390557000.0
December 2018,29841000.0,42050000.0,25893000.0,977811000.0,493487000.0
March 2019,15394000.0,40968000.0,18340000.0,1025448000.0,419967000.0
June 2019,16970000.0,41083000.0,32727000.0,1063675000.0,390911000.0
September 2019,16943000.0,40649000.0,28860000.0,1106909000.0,427082000.0
December 2019,19792000.0,30546000.0,33129000.0,1160282000.0,472644000.0
March 2020,18937000.0,42875000.0,21518000.0,1189866000.0,557048000.0
June 2020,22247000.0,48103000.0,34667000.0,1491020000.0,557153000.0
September 2020,16839000.0,54460000.0,39997000.0,1510022000.0,552015000.0
December 2020,17938000.0,55239000.0,30768000.0,1504102000.0,630417000.0
March 2021,34280000.0,61457000.0,5694000.0,1507443000.0,586023000.0
June 2021,15455000.0,69535000.0,23726000.0,1573060000.0,639244000.0
September 2021,19654000.0,72032000.0,21562000.0,1555040000.0,668375000.0
December 2021,21078000.0,101735000.0,2442000.0,1689152000.0,601590000.0
March 2022,20839000.0,90459000.0,25616000.0,1639517000.0,568516000.0
June 2022,16385000.0,100476000.0,7865000.0,1694973000.0,625120000.0
