,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,2272000.0,2050000.0,-2045000.0,,
June 2020,2186000.0,1927000.0,-2035000.0,,
September 2020,3220000.0,2994000.0,-2490000.0,,
December 2020,1670000.0,1026000.0,-755000.0,44429000.0,44429000.0
March 2021,3793000.0,2578000.0,-26997000.0,,
June 2021,3441000.0,2254000.0,-61358000.0,72943000.0,70572000.0
September 2021,3935000.0,1800000.0,-3902000.0,234849000.0,204913000.0
December 2021,8415000.0,5673000.0,-8349000.0,230330000.0,198661000.0
March 2022,9206000.0,5985000.0,-9129000.0,220087000.0,192098000.0
June 2022,10411000.0,7321000.0,-10151000.0,211678000.0,191053000.0
