,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,5112750000.0,,,,
June 2007,5112750000.0,,,,
September 2007,5112750000.0,,,,
December 2007,5112750000.0,,,,
March 2008,5123000000.0,,,,
June 2008,5507000000.0,,,,
September 2008,5195000000.0,,,,
December 2008,5665000000.0,,84912000000.0,34377000000.0,
March 2009,4608000000.0,3507000000.0,,,
June 2009,4797000000.0,3208000000.0,87438000000.0,35494000000.0,
September 2009,4767000000.0,3345000000.0,91558000000.0,35602000000.0,
December 2009,5629000000.0,2206000000.0,94682000000.0,39541000000.0,45154000000.0
March 2010,4779000000.0,4526000000.0,93441000000.0,38861000000.0,
June 2010,4756000000.0,3449000000.0,92300000000.0,39023000000.0,
September 2010,4709000000.0,3417000000.0,98247000000.0,42717000000.0,
December 2010,5180000000.0,1942000000.0,102908000000.0,47307000000.0,45848000000.0
March 2011,5056000000.0,3476000000.0,108150000000.0,49221000000.0,
June 2011,5215000000.0,2776000000.0,112114000000.0,52673000000.0,
September 2011,5240000000.0,3202000000.0,111821000000.0,53443000000.0,
December 2011,5458000000.0,218000000.0,113644000000.0,54316000000.0,48265000000.0
March 2012,5015000000.0,3910000000.0,116194000000.0,57007000000.0,
June 2012,4965000000.0,1408000000.0,115750000000.0,41615000000.0,
September 2012,5228000000.0,2968000000.0,118951000000.0,44791000000.0,
December 2012,5661000000.0,2567000000.0,121347000000.0,46116000000.0,
March 2013,5223000000.0,3497000000.0,121536000000.0,47228000000.0,
June 2013,5376000000.0,3833000000.0,124325000000.0,51273000000.0,
September 2013,5314000000.0,2982000000.0,126933000000.0,52176000000.0,
December 2013,5917000000.0,3519000000.0,132683000000.0,56407000000.0,
March 2014,5183000000.0,4727000000.0,133330000000.0,57369000000.0,
June 2014,5481000000.0,4326000000.0,135200000000.0,60119000000.0,
September 2014,5468000000.0,4749000000.0,132097000000.0,59973000000.0,
December 2014,5822000000.0,2521000000.0,131119000000.0,59311000000.0,
March 2015,4847000000.0,4320000000.0,128590000000.0,58192000000.0,
June 2015,5384000000.0,4516000000.0,132036000000.0,61001000000.0,
September 2015,5081000000.0,3358000000.0,133266000000.0,63494000000.0,
December 2015,5891000000.0,3215000000.0,133411000000.0,60210000000.0,
March 2016,4688000000.0,4292000000.0,136231000000.0,62738000000.0,
June 2016,5176000000.0,3997000000.0,139814000000.0,66291000000.0,
September 2016,4772000000.0,4272000000.0,140369000000.0,63319000000.0,
December 2016,5309000000.0,3814000000.0,141208000000.0,65032000000.0,
March 2017,4737000000.0,4422000000.0,144918000000.0,63347000000.0,
June 2017,5262000000.0,3827000000.0,152807000000.0,38789000000.0,
September 2017,5423000000.0,3764000000.0,155658000000.0,41829000000.0,
December 2017,5998000000.0,-10713000000.0,157303000000.0,43088000000.0,
March 2018,5263000000.0,4367000000.0,156625000000.0,42768000000.0,
June 2018,5743000000.0,3954000000.0,155365000000.0,45438000000.0,
September 2018,5543000000.0,3934000000.0,155703000000.0,47194000000.0,
December 2018,5991000000.0,3042000000.0,152954000000.0,46033000000.0,
March 2019,5219000000.0,3749000000.0,150027000000.0,41987000000.0,
June 2019,5546000000.0,5607000000.0,155117000000.0,41799000000.0,
September 2019,5374000000.0,1753000000.0,155521000000.0,44333000000.0,
December 2019,6039000000.0,4010000000.0,157728000000.0,45274000000.0,
March 2020,5203000000.0,5796000000.0,155017000000.0,44226000000.0,
June 2020,4993000000.0,3626000000.0,158380000000.0,45892000000.0,
September 2020,5431000000.0,3554000000.0,170693000000.0,57578000000.0,
December 2020,6457000000.0,1738000000.0,174894000000.0,51237000000.0,
March 2021,5432000000.0,6197000000.0,172557000000.0,52533000000.0,
June 2021,6073000000.0,6278000000.0,176440000000.0,53769000000.0,
September 2021,6000000000.0,3667000000.0,179228000000.0,59889000000.0,
December 2021,7154000000.0,4736000000.0,182018000000.0,60979000000.0,
March 2022,5938000000.0,5149000000.0,178355000000.0,60424000000.0,
June 2022,6226000000.0,4814000000.0,177724000000.0,63847000000.0,
