,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,19936000.0,,,
June 2009,,19936000.0,,,
September 2009,,19936000.0,,,
December 2009,,19936000.0,,,
March 2010,273137000.0,24519000.0,,,
June 2010,,22625000.0,,,
September 2010,,-6025000.0,,,
December 2010,,30198000.0,460837000.0,305038000.0,58415000.0
March 2011,277580000.0,27111000.0,487429000.0,339039000.0,54425000.0
June 2011,,25248000.0,486989000.0,340231000.0,54436000.0
September 2011,,-3157000.0,438225000.0,288756000.0,59882000.0
December 2011,,34068000.0,480543000.0,326843000.0,61300000.0
March 2012,,20742000.0,601277000.0,427888000.0,83732000.0
June 2012,,28095000.0,424619000.0,254502000.0,82335000.0
September 2012,,-2119000.0,440952000.0,272127000.0,82287000.0
December 2012,,39698000.0,478197000.0,306267000.0,80485000.0
March 2013,,34420000.0,476555000.0,308557000.0,78222000.0
June 2013,,33270000.0,468799000.0,302536000.0,77712000.0
September 2013,,-2638000.0,468524000.0,302410000.0,76784000.0
December 2013,,47301000.0,525255000.0,351540000.0,76131000.0
March 2014,,40474000.0,524312000.0,353880000.0,74715000.0
June 2014,,-2012000.0,495671000.0,320980000.0,76635000.0
September 2014,,37630000.0,510883000.0,333324000.0,77068000.0
December 2014,,10403000.0,596333000.0,428361000.0,76873000.0
March 2015,,46289000.0,636981000.0,446041000.0,
June 2015,,45909000.0,597901000.0,404501000.0,
September 2015,,-8077000.0,603196000.0,404432000.0,
December 2015,,70836000.0,799845000.0,602637000.0,
March 2016,,45451000.0,820759000.0,626486000.0,
June 2016,,49261000.0,652278000.0,450449000.0,
September 2016,,-2029000.0,676607000.0,472590000.0,
December 2016,,74763000.0,716295000.0,495873000.0,
March 2017,,62469000.0,742462000.0,528636000.0,
June 2017,,65741000.0,781797000.0,560903000.0,
September 2017,,-9373000.0,816235000.0,592586000.0,
December 2017,,102700000.0,836753000.0,579780000.0,
March 2018,,88827000.0,798300000.0,536423000.0,
June 2018,,77408000.0,954565000.0,682914000.0,
September 2018,,6687000.0,912114000.0,605649000.0,
December 2018,,104955000.0,907385000.0,566951000.0,
March 2019,,92650000.0,1148275000.0,590543000.0,
June 2019,,92359000.0,1177167000.0,643447000.0,
September 2019,,-5986000.0,1160272000.0,605339000.0,
December 2019,,135313000.0,1382092000.0,787617000.0,
March 2020,,121602000.0,1389876000.0,794374000.0,
June 2020,,118668000.0,1581688000.0,927109000.0,
September 2020,,-19539000.0,1620948000.0,956521000.0,
December 2020,,270565000.0,1567168000.0,869384000.0,
March 2021,,117761000.0,1662832000.0,925802000.0,
June 2021,,116619000.0,1721793000.0,980850000.0,
September 2021,,3783000.0,1764356000.0,1025996000.0,
December 2021,,272304000.0,1671816000.0,860540000.0,
March 2022,,90964000.0,1674022000.0,861237000.0,
June 2022,,102493000.0,1670630000.0,845870000.0,
September 2022,,-1989000.0,1646409000.0,826398000.0,
