,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,615508.0,-12250.0,-136919.0,,,
June 2010,615508.0,-12250.0,-136919.0,,,
September 2010,25000.0,24500.0,-25000.0,,,
December 2010,1751.0,0.0,-1751.0,,,
March 2011,24407.0,23924.0,-24407.0,,,
June 2011,353177.0,-23924.0,9231.0,37030.0,37030.0,
September 2011,7394.0,0.0,-7394.0,23478.0,23478.0,
December 2011,7998.0,0.0,-7998.0,15846.0,15846.0,0.0
March 2012,9945.0,0.0,-9945.0,8888.0,6943.0,
June 2012,217956.0,0.0,-388264.0,5132.0,1068561.0,0.0
September 2012,9749.0,0.0,-9749.0,480.0,,
December 2012,9307.0,0.0,-9307.0,,,
March 2013,4054281.0,3025.0,-4533977.0,1567943.0,1279226.0,288717.0
June 2013,2033544.0,469.0,-2174424.0,1103971.0,815549.0,288422.0
September 2013,700903.0,0.0,-819531.0,863570.0,576034.0,287536.0
December 2013,650118.0,0.0,-1818642.0,2145830.0,1859180.0,286650.0
March 2014,1595379.0,2246.0,-5087130.0,6270191.0,5984427.0,285764.0
June 2014,2229633.0,32071.0,-2005151.0,7404652.0,6307559.0,1097093.0
September 2014,2235118.0,112558.0,-2214692.0,6266718.0,4695671.0,1571047.0
December 2014,3069026.0,1566163.0,-2935568.0,10723266.0,8732867.0,1990399.0
March 2015,2300200.0,1290795.0,-3172640.0,12056030.0,8942221.0,3113809.0
June 2015,3093538.0,1731693.0,-3039464.0,11263202.0,6116384.0,5146818.0
September 2015,3299695.0,1968362.0,-3287950.0,9170446.0,3054741.0,6115705.0
December 2015,4066536.0,2523877.0,-4065993.0,8534501.0,1843261.0,6691240.0
March 2016,3715475.0,2310189.0,-3710835.0,8790850.0,2040300.0,6750550.0
June 2016,3869584.0,2645960.0,-3870764.0,10903391.0,4492107.0,6411284.0
September 2016,3823684.0,2485929.0,-3815867.0,10056629.0,3729539.0,6327090.0
December 2016,4889244.0,3075379.0,-4887931.0,9938401.0,3786589.0,6151812.0
March 2017,5390697.0,3439095.0,-5384599.0,10795092.0,4849600.0,5945492.0
June 2017,6220423.0,3094331.0,-6188735.0,10628910.0,4928553.0,5700357.0
September 2017,6717129.0,4310637.0,-6684612.0,9796891.0,4364885.0,5432006.0
December 2017,5750958.0,3413088.0,-5718587.0,6321470.0,1163799.0,5157671.0
March 2018,4953482.0,2496197.0,-4967836.0,5141333.0,445929.0,4695404.0
June 2018,11312637.0,7059626.0,-12490741.0,2502882.0,2008000.0,495095.0
September 2018,2562029.0,929909.0,-3365000.0,1069191.0,772985.0,296206.0
December 2018,3161000.0,1309093.0,-4162000.0,455662.0,422278.0,
March 2019,17037000.0,15122000.0,-19772805.0,15464371.0,15358005.0,
June 2019,3183971.0,1717998.0,-3146195.0,12252000.0,12144000.0,108000.0
September 2019,5179000.0,3234000.0,-5080000.0,26572000.0,25916000.0,
December 2019,6720000.0,5038000.0,-6666000.0,20565000.0,19969000.0,
March 2020,5070000.0,3733000.0,-5040000.0,14701000.0,14166000.0,
June 2020,3552000.0,2445000.0,37086000.0,10965000.0,10518000.0,
September 2020,3623000.0,2344000.0,-3620000.0,7410000.0,6895000.0,
December 2020,7152000.0,4496000.0,-7097000.0,38902000.0,38154000.0,
March 2021,5483000.0,3758000.0,-3695000.0,32933000.0,32195000.0,
June 2021,6636000.0,4389000.0,-6488000.0,42609000.0,41993000.0,
September 2021,7640000.0,5774000.0,-7836000.0,38760000.0,38345000.0,
December 2021,12149000.0,9452000.0,-12593000.0,83405000.0,78098000.0,
March 2022,10754000.0,8686000.0,-11208000.0,69573000.0,64331000.0,
June 2022,11300000.0,8574000.0,-9423000.0,152420000.0,152104000.0,
