,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2014,37.5,37.5,-37.5,,,
September 2014,37.5,37.5,-37.5,,,
December 2014,3747.0,3747.0,-2767.0,,,
March 2015,3301.0,3301.0,-3301.0,,,
June 2015,19524.0,18520.0,-19524.0,,,
September 2015,4175447.0,4113799.0,79627.0,,,
December 2015,3742.0,3742.0,-3742.0,6235.0,634.0,
March 2016,3981817.0,3920716.0,1465700.0,,,
June 2016,6165744.0,6120753.0,-414710.0,0.0,,
September 2016,5151954.0,5016297.0,1458553.0,11516395.0,11201138.0,
December 2016,4911083.0,4297987.0,929662.0,20248910.0,19951757.0,
March 2017,5278763.0,5204851.0,1993288.0,24179853.0,23669186.0,
June 2017,7244811.0,7176725.0,2892751.0,43465258.0,42984236.0,
September 2017,7876239.0,7753250.0,4759356.0,54171366.0,50494162.0,
December 2017,8145805.0,8102953.0,5628696.0,59055384.0,55273037.0,
