,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,137017500.0,41403250.0,,,
December 2008,137017500.0,41403250.0,,,
March 2009,137017500.0,41403250.0,,,
June 2009,137017500.0,41403250.0,,,
September 2009,155242000.0,54727000.0,1628478000.0,561201000.0,
December 2009,164118000.0,72454000.0,1665818000.0,578635000.0,
March 2010,168065000.0,81152000.0,1880227000.0,768583000.0,
June 2010,190765000.0,71576000.0,1627826000.0,499647000.0,
September 2010,181532000.0,73601000.0,1822905000.0,680775000.0,
December 2010,185993000.0,88706000.0,1834583000.0,675752000.0,
March 2011,192589000.0,92900000.0,2070427000.0,887722000.0,
June 2011,184255000.0,75196000.0,1850503000.0,624650000.0,
September 2011,200925000.0,57484000.0,2011927000.0,545231000.0,
December 2011,194042000.0,8865000.0,1924332000.0,528780000.0,
March 2012,201158000.0,67131000.0,2112202000.0,665368000.0,
June 2012,212275000.0,8085000.0,1838616000.0,401114000.0,878525000.0
September 2012,194401000.0,31989000.0,2020320000.0,546053000.0,906608000.0
December 2012,183743000.0,50286000.0,1914784000.0,450771000.0,904656000.0
March 2013,192100000.0,56821000.0,2017986000.0,548025000.0,900846000.0
June 2013,186140000.0,-32310000.0,1857018000.0,442164000.0,837410000.0
September 2013,189158000.0,-7132000.0,2026807000.0,592476000.0,863838000.0
December 2013,185046000.0,48155000.0,1889113000.0,475745000.0,855325000.0
March 2014,183949000.0,55525000.0,2048865000.0,638496000.0,858858000.0
June 2014,169717000.0,37484000.0,1997636000.0,577091000.0,864708000.0
September 2014,177753000.0,20440000.0,2134627000.0,735872000.0,846341000.0
December 2014,174913000.0,42413000.0,1967866000.0,572779000.0,852098000.0
March 2015,180212000.0,47120000.0,2148677000.0,667921000.0,936133000.0
June 2015,175407000.0,29926000.0,2074193000.0,601057000.0,927262000.0
September 2015,164016000.0,5465000.0,2136742000.0,718114000.0,888292000.0
December 2015,159163000.0,-50587000.0,1892540000.0,359027000.0,997962000.0
March 2016,161483000.0,51925000.0,2115897000.0,594606000.0,1008951000.0
June 2016,169387000.0,-9969000.0,2096996000.0,518105000.0,1057128000.0
September 2016,161065000.0,25152000.0,2324356000.0,423658000.0,1386254000.0
December 2016,145651000.0,14413000.0,2301433000.0,427433000.0,1373474000.0
March 2017,157781000.0,39859000.0,2317809000.0,428592000.0,1390955000.0
June 2017,-95454000.0,42859000.0,2315018000.0,471207000.0,1354002000.0
September 2017,150480000.0,12785000.0,2383596000.0,541626000.0,1365842000.0
December 2017,100336000.0,-81156000.0,2210722000.0,469809000.0,1322574000.0
March 2018,108046000.0,39334000.0,2287305000.0,539340000.0,1330627000.0
June 2018,14202000.0,62806000.0,2344961000.0,688000000.0,1268307000.0
September 2018,98497000.0,-9530000.0,2349865000.0,739386000.0,1259076000.0
December 2018,89251000.0,17295000.0,2122223000.0,506549000.0,1257375000.0
March 2019,102062000.0,37905000.0,2148703000.0,540091000.0,1248991000.0
June 2019,110601000.0,49498000.0,2242696000.0,504700000.0,1737996000.0
September 2019,99087000.0,14361000.0,2460324000.0,456113000.0,2004211000.0
December 2019,96648000.0,5525000.0,2390610000.0,389929000.0,2000681000.0
March 2020,96434000.0,150832000.0,2444020000.0,544266000.0,1899754000.0
June 2020,103669000.0,-256052000.0,2258058000.0,692766000.0,1535921000.0
September 2020,100178000.0,19930000.0,2329897000.0,768473000.0,1561424000.0
December 2020,103721000.0,23315000.0,2244664000.0,680447000.0,1564217000.0
March 2021,108500000.0,24652000.0,3031000000.0,1497278000.0,1533722000.0
June 2021,-19917000.0,9012000.0,3053836000.0,1514953000.0,1538883000.0
September 2021,159479000.0,-58004000.0,3768190000.0,709257000.0,3058933000.0
December 2021,153597000.0,17853000.0,3659773000.0,610507000.0,3049266000.0
March 2022,149890000.0,349842000.0,3518460000.0,1010996000.0,2507464000.0
June 2022,105090000.0,8014000.0,3029175000.0,556039000.0,2473136000.0
