,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,1262750.0,-1346750.0,,
June 2013,1262750.0,-1346750.0,,
September 2013,1262750.0,-1346750.0,,
December 2013,1262750.0,-1346750.0,,
March 2014,892000.0,795000.0,,
June 2014,892000.0,-672000.0,,
September 2014,1085000.0,-1793000.0,,
December 2014,2092000.0,-2333000.0,3491000.0,3031000.0
March 2015,2791000.0,-4011000.0,,
June 2015,4012000.0,-6290000.0,,
September 2015,5664000.0,-7332000.0,227314000.0,215485000.0
December 2015,4812000.0,-5178000.0,221380000.0,118148000.0
March 2016,6183000.0,-10768000.0,214984000.0,105580000.0
June 2016,10680000.0,-14437000.0,206072000.0,97907000.0
September 2016,12560000.0,-18154000.0,195975000.0,96620000.0
December 2016,16059000.0,-19608000.0,172732000.0,93371000.0
March 2017,16619000.0,-21993000.0,224127000.0,148802000.0
June 2017,13917000.0,-14473000.0,224376000.0,165817000.0
September 2017,12518000.0,-20706000.0,209255000.0,172161000.0
December 2017,14170000.0,-15997000.0,198677000.0,167997000.0
March 2018,19550000.0,104239000.0,317217000.0,262718000.0
June 2018,21486000.0,10594000.0,335987000.0,293270000.0
September 2018,18508000.0,-19202000.0,514984000.0,386357000.0
December 2018,24329000.0,4306000.0,543814000.0,337913000.0
March 2019,25203000.0,-32228000.0,519031000.0,303884000.0
June 2019,29483000.0,-1457000.0,529139000.0,359492000.0
September 2019,35692000.0,-34584000.0,509237000.0,360228000.0
December 2019,33807000.0,-26464000.0,497908000.0,345032000.0
March 2020,37035000.0,-40038000.0,463936000.0,338233000.0
June 2020,38111000.0,-33762000.0,449738000.0,329082000.0
September 2020,43968000.0,8791000.0,541174000.0,386950000.0
December 2020,47180000.0,-46241000.0,708164000.0,531197000.0
March 2021,39722000.0,-50139000.0,879442000.0,498638000.0
June 2021,45882000.0,-57639000.0,836402000.0,437387000.0
September 2021,47855000.0,-58405000.0,800395000.0,410164000.0
December 2021,47978000.0,294023000.0,1113904000.0,518826000.0
March 2022,55627000.0,-76723000.0,1025368000.0,446877000.0
June 2022,61008000.0,-68179000.0,953444000.0,465424000.0
