,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,260537.0,14686.0,235124.0,-73317.0,,,
September 2010,311007.0,10007.0,290218.0,-200938.0,,,
December 2010,265399.0,8391.0,246207.0,-109769.0,,,
March 2011,286650.0,10210.0,265661.0,-221028.0,1070501.0,754492.0,274382.0
June 2011,255873.0,9304.0,235802.0,-50445.0,1064777.0,755899.0,270835.0
September 2011,250356.0,8697.0,230966.0,31646.0,1260334.0,962412.0,263388.0
December 2011,293144.0,8630.0,273329.0,-33606.0,1229995.0,943042.0,254125.0
March 2012,775290.0,9232.0,706492.0,29043.0,1336450.0,1102559.0,233891.0
June 2012,355945.0,9131.0,339411.0,-13827.0,,,
September 2012,294508.0,9143.0,280652.0,-89555.0,1195508.0,945952.0,249556.0
December 2012,350289.0,6999.0,338510.0,-192675.0,1140283.0,897399.0,242884.0
March 2013,335731.0,8974.0,322487.0,-241073.0,907735.0,638308.0,269427.0
June 2013,240037.0,8673.0,226956.0,-34952.0,871378.0,631332.0,240046.0
September 2013,246577.0,10429.0,231890.0,-53874.0,868832.0,666967.0,201865.0
December 2013,198027.0,17411.0,177672.0,32537.0,862043.0,675633.0,186410.0
March 2014,473164.0,-1654.0,440131.0,-168925.0,830228.0,691773.0,138455.0
June 2014,343288.0,12045.0,329601.0,35828.0,1035341.0,876774.0,158567.0
September 2014,350826.0,18241.0,331171.0,129371.0,1261463.0,1097870.0,163593.0
December 2014,279398.0,59400.0,218885.0,114653.0,1354772.0,1189814.0,164958.0
March 2015,141497.0,-51631.0,193685.0,78938.0,1341417.0,1219289.0,122128.0
June 2015,320507.0,24689.0,295221.0,434228.0,1668296.0,1550321.0,117975.0
September 2015,1105116.0,30522.0,475186.0,508503.0,3155085.0,2601174.0,553911.0
December 2015,432073.0,46292.0,385226.0,237075.0,3458114.0,2913548.0,544566.0
March 2016,476490.0,-9729.0,484119.0,-61468.0,3422546.0,2865300.0,557246.0
June 2016,348063.0,20401.0,326210.0,521230.0,3937751.0,3391628.0,546123.0
September 2016,315644.0,17395.0,296762.0,428894.0,4149054.0,3447721.0,701333.0
December 2016,596815.0,113752.0,433712.0,-42621.0,4414426.0,3586208.0,828218.0
March 2017,260655.0,17264.0,185307.0,298257.0,4520649.0,3250443.0,1270206.0
June 2017,521819.0,149957.0,364371.0,2633.0,4419151.0,3283711.0,1135440.0
September 2017,502410.0,139227.0,359431.0,134559.0,4685475.0,3601931.0,1083544.0
December 2017,466205.0,109167.0,357038.0,-147695.0,4473850.0,3635192.0,838658.0
March 2018,464058.0,129308.0,323764.0,120240.0,4552134.0,3114204.0,1437930.0
June 2018,435450.0,109868.0,320025.0,22617.0,4556392.0,3124946.0,1431446.0
September 2018,435624.0,106715.0,328909.0,118407.0,4764698.0,3314973.0,1449725.0
December 2018,452898.0,115202.0,337696.0,-142914.0,4621517.0,3116617.0,1504900.0
March 2019,615002.0,342070.0,256381.0,-340689.0,4545092.0,2827421.0,1717671.0
June 2019,365527.0,145766.0,214255.0,52769.0,5571122.0,2942301.0,2628821.0
September 2019,456091.0,148751.0,301835.0,-27409.0,5727437.0,3122809.0,2604628.0
December 2019,383795.0,169650.0,208639.0,-119545.0,5269834.0,2943738.0,2326096.0
March 2020,411996.0,125206.0,280625.0,-1574.0,5053089.0,2695413.0,2357676.0
June 2020,368170.0,125904.0,219780.0,-115736.0,5287302.0,2914331.0,2372971.0
September 2020,360091.0,126506.0,209302.0,61911.0,5268874.0,2975907.0,2292967.0
December 2020,339045.0,164109.0,172788.0,-67875.0,5112437.0,2841254.0,2271183.0
March 2021,775014.0,239443.0,447328.0,-476576.0,5214099.0,2974907.0,2239192.0
June 2021,344979.0,161368.0,161332.0,-30672.0,5074702.0,2855039.0,2219663.0
September 2021,915238.0,132773.0,472133.0,-37156.0,4955065.0,2646479.0,2308586.0
December 2021,742285.0,181224.0,538924.0,-72393.0,4474089.0,2186248.0,2287841.0
March 2022,375450.0,140561.0,501301.0,-1244042.0,3250897.0,2114036.0,1136861.0
June 2022,417684.0,123600.0,294084.0,-38666.0,3408923.0,2212729.0,1196194.0
