,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,512993.0,-1029251.0,,
June 2020,512993.0,-1029251.0,,
September 2020,470943.0,-926264.0,,
December 2020,269459.0,-883218.0,6531860.0,2180181.0
March 2021,264011.0,-1591614.0,,
June 2021,285363.0,-3871974.0,,
September 2021,568817.0,-4792579.0,27281849.0,10165563.0
December 2021,615773.0,-5728668.0,44201640.0,26992007.0
March 2022,593107.0,-5489664.0,39632776.0,22878871.0
June 2022,1309157.0,-6664782.0,31596117.0,15748638.0
