,OperatingExpenses,NetIncomeLoss,Assets
September 2011,9946.0,,
December 2011,9946.0,,
March 2012,9002.0,,
June 2012,45769.0,,
September 2012,30441.0,,
December 2012,1058559.0,,
March 2013,1045096.0,-631750.0,
June 2013,701145.0,-631750.0,
September 2013,846254.0,-631750.0,
December 2013,1359835.0,-631750.0,
March 2014,1996829.0,-564000.0,
June 2014,5424186.0,-2363250.0,
September 2014,6049000.0,-817000.0,
December 2014,7314985.0,-612000.0,571486463.0
March 2015,10875426.0,-623000.0,
June 2015,19306000.0,-3500000.0,938184089.0
September 2015,17489000.0,-262000.0,1130747000.0
December 2015,32055574.0,-9051000.0,1405835000.0
March 2016,28343000.0,-4241000.0,1334369000.0
June 2016,27865000.0,-2300000.0,1386339000.0
September 2016,,-961000.0,1371182000.0
December 2016,,-459000.0,1357560000.0
March 2017,,-1804000.0,1393466000.0
June 2017,,-3631000.0,1400046000.0
September 2017,,-2856000.0,1390904000.0
December 2017,,-10811000.0,1375370000.0
March 2018,,-2240000.0,1383777000.0
June 2018,,-2174000.0,1369685000.0
September 2018,,-5791000.0,1347242000.0
December 2018,,-13071000.0,1320069000.0
March 2019,,-2953000.0,1316067000.0
June 2019,,-2676000.0,1301440000.0
September 2019,,-2832000.0,1287759000.0
December 2019,,-2959000.0,1254559000.0
March 2020,,-1621000.0,1202143000.0
June 2020,,-4313000.0,1220899000.0
September 2020,,-3191000.0,1218247000.0
December 2020,,-1263000.0,1176050000.0
March 2021,,-1328000.0,1161444000.0
June 2021,,-446000.0,1150286000.0
September 2021,,-559000.0,1138013000.0
December 2021,,-170000.0,1126707000.0
March 2022,,-1258000.0,1124091000.0
June 2022,,-2632000.0,1403020000.0
