,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,1398500.0,250000.0,-2260000.0,,
June 2015,1398500.0,250000.0,-579000.0,,
September 2015,658000.0,500000.0,-716000.0,,
December 2015,843000.0,500000.0,-911000.0,0.0,0.0
March 2016,822000.0,500000.0,-903000.0,,
June 2016,1040000.0,500000.0,-1133000.0,,
September 2016,1670000.0,500000.0,-1870000.0,11118000.0,11118000.0
December 2016,7831000.0,500000.0,-8748000.0,27499000.0,27499000.0
March 2017,3306000.0,500000.0,-3218000.0,75025000.0,75025000.0
June 2017,5665000.0,500000.0,-5529000.0,73836000.0,73836000.0
September 2017,7084000.0,500000.0,-6940000.0,67885000.0,67746000.0
December 2017,15730000.0,-1400000.0,-15601000.0,63493000.0,61361000.0
March 2018,6477000.0,525000.0,-6281000.0,61090000.0,55626000.0
June 2018,5240000.0,525000.0,-5093000.0,55675000.0,48118000.0
September 2018,7656000.0,525000.0,-7518000.0,49512000.0,41825000.0
December 2018,11850000.0,525000.0,-11770000.0,42754000.0,35125000.0
March 2019,9754000.0,,-9613000.0,50485000.0,41612000.0
June 2019,10212000.0,,-10399000.0,92625000.0,83422000.0
September 2019,9996000.0,,-10168000.0,83835000.0,74362000.0
December 2019,15923000.0,,-16209000.0,73445000.0,63063000.0
March 2020,11520000.0,,-11857000.0,68561000.0,57705000.0
June 2020,14121000.0,,-14598000.0,96830000.0,86272000.0
September 2020,10427000.0,,-12952000.0,86068000.0,75632000.0
December 2020,20738000.0,,-20608000.0,109900000.0,99534000.0
March 2021,15087000.0,,-14957000.0,141822000.0,130969000.0
June 2021,14440000.0,,-14359000.0,143207000.0,131341000.0
September 2021,17077000.0,,-17005000.0,134706000.0,121948000.0
December 2021,20119000.0,,-20049000.0,125170000.0,111706000.0
March 2022,19638000.0,,-19795000.0,136961000.0,124153000.0
June 2022,18241000.0,,-19099000.0,121905000.0,109376000.0
