,OperatingExpenses,NetIncomeLoss,Assets
December 2010,,7000.0,599559000.0
March 2011,,1248000.0,
June 2011,,2087000.0,595802000.0
September 2011,,2344000.0,758045000.0
December 2011,,7163000.0,749650000.0
March 2012,,4405000.0,746545000.0
June 2012,,5923000.0,778518000.0
September 2012,,5226000.0,843011000.0
December 2012,,3959000.0,916882000.0
March 2013,,9557000.0,964566000.0
June 2013,,-662000.0,1022099000.0
September 2013,,11821000.0,1027250000.0
December 2013,,12999000.0,1173623000.0
March 2014,482500.0,-7303000.0,1331356000.0
June 2014,482500.0,14801000.0,1376511000.0
September 2014,482500.0,17204000.0,2017366000.0
December 2014,482500.0,22250000.0,2064892000.0
March 2015,644000.0,19450000.0,2004497000.0
June 2015,644000.0,16835000.0,2337802000.0
September 2015,644000.0,18061000.0,2425453000.0
December 2015,644000.0,25067000.0,2486174000.0
March 2016,,-15711000.0,2434156000.0
June 2016,,37475000.0,2253346000.0
September 2016,,25337000.0,2239421000.0
December 2016,,23175000.0,2265919000.0
March 2017,,18823000.0,2240126000.0
June 2017,,20520000.0,2253960000.0
September 2017,,15095000.0,6588307000.0
December 2017,,103945000.0,7032277000.0
March 2018,,62471000.0,6984569000.0
June 2018,,200787000.0,7028144000.0
September 2018,,35218000.0,6910339000.0
December 2018,,-19394000.0,6665303000.0
March 2019,,-77704000.0,6455145000.0
June 2019,,83677000.0,6123179000.0
September 2019,,23282000.0,6068003000.0
December 2019,,39741000.0,6069299000.0
March 2020,,35217000.0,6092304000.0
June 2020,,29623000.0,6023553000.0
September 2020,,36460000.0,5991618000.0
December 2020,,37117000.0,5985603000.0
March 2021,,33447000.0,5963838000.0
June 2021,,-132573000.0,5822141000.0
September 2021,,10223000.0,6209546000.0
December 2021,,-24353000.0,5966707000.0
March 2022,,40602000.0,5884932000.0
June 2022,,16805000.0,5961432000.0
