,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,442500.0,8550000.0,,,
September 2010,442500.0,13971000.0,,,
December 2010,442500.0,14705000.0,,,
March 2011,442500.0,17404000.0,,451032000.0,137334000.0
June 2011,220250.0,29616000.0,-4966000.0,440569000.0,129678000.0
September 2011,220250.0,14687000.0,3814000.0,412615000.0,115999000.0
December 2011,220250.0,15300000.0,6933000.0,418756000.0,123466000.0
March 2012,220250.0,16677000.0,6250000.0,425579000.0,127664000.0
June 2012,708000.0,16015000.0,6600000.0,411460000.0,122000000.0
September 2012,708000.0,14494000.0,6987000.0,420877000.0,130124000.0
December 2012,708000.0,16885000.0,7738000.0,433421000.0,143450000.0
March 2013,708000.0,17239000.0,5649000.0,435523000.0,151577000.0
June 2013,752000.0,16171000.0,-6938000.0,423313000.0,147199000.0
September 2013,752000.0,18123000.0,11748000.0,446112000.0,169254000.0
December 2013,752000.0,15516000.0,15603000.0,444646000.0,172385000.0
March 2014,752000.0,15653000.0,9582000.0,442459000.0,176107000.0
June 2014,726750.0,18334000.0,11534000.0,456728000.0,190495000.0
September 2014,726750.0,20008000.0,11748000.0,461110000.0,203944000.0
December 2014,726750.0,19631000.0,15603000.0,468924000.0,217962000.0
March 2015,726750.0,18895000.0,10501000.0,449757000.0,207155000.0
June 2015,834500.0,19849000.0,4429000.0,452591000.0,196035000.0
September 2015,834500.0,19005000.0,6896000.0,459388000.0,185091000.0
December 2015,834500.0,20167000.0,5358000.0,462614000.0,195725000.0
March 2016,834500.0,21708000.0,3204000.0,468677000.0,199753000.0
June 2016,875250.0,19108000.0,2526000.0,456971000.0,191403000.0
September 2016,875250.0,20224000.0,4778000.0,454660000.0,192738000.0
December 2016,875250.0,18357000.0,5358000.0,445872000.0,190884000.0
March 2017,875250.0,20026000.0,3251000.0,454080000.0,198174000.0
June 2017,1310000.0,19317000.0,479000.0,449445000.0,193150000.0
September 2017,1310000.0,20521000.0,4778000.0,467739000.0,209025000.0
December 2017,1310000.0,27251000.0,599000.0,680968000.0,226220000.0
March 2018,1310000.0,27526000.0,6057000.0,662477000.0,220194000.0
June 2018,1572250.0,25712000.0,3042000.0,645425000.0,214805000.0
September 2018,1572250.0,26191000.0,3227000.0,650278000.0,220555000.0
December 2018,1572250.0,28109000.0,9719000.0,653800000.0,240395000.0
March 2019,1572250.0,26648000.0,6768000.0,655762000.0,239778000.0
June 2019,2094500.0,27718000.0,1471000.0,671226000.0,240606000.0
September 2019,2094500.0,28130000.0,6913000.0,655690000.0,234598000.0
December 2019,2094500.0,26554000.0,6522000.0,646717000.0,226396000.0
March 2020,2094500.0,28800000.0,-2968000.0,620905000.0,217936000.0
June 2020,1866500.0,24390000.0,642666.6666666666,619947000.0,213226000.0
September 2020,1866500.0,23788000.0,642666.6666666666,627075000.0,219567000.0
December 2020,1866500.0,20283000.0,642666.6666666666,642357000.0,229713000.0
March 2021,1866500.0,22937000.0,-1051000.0,617878000.0,206809000.0
June 2021,1609000.0,21401000.0,-340000.0,624825000.0,214524000.0
September 2021,1609000.0,23320000.0,,618915000.0,221432000.0
December 2021,1609000.0,22099000.0,,626470000.0,232813000.0
March 2022,1609000.0,26234000.0,,636669000.0,244438000.0
June 2022,,24403000.0,,661931000.0,247568000.0
