,OperatingExpenses,NetIncomeLoss,Assets
March 2012,,,
June 2012,,,
September 2012,,,
December 2012,,,
March 2013,,,
June 2013,,,
September 2013,8125000.0,256000.0,489062000.0
December 2013,12284000.0,-881000.0,554675000.0
March 2014,12869000.0,1261000.0,571615000.0
June 2014,12675000.0,73000.0,725822000.0
September 2014,16184000.0,-623000.0,848228000.0
December 2014,17406000.0,107000.0,932778000.0
March 2015,19201000.0,27000.0,1018046000.0
June 2015,20104000.0,139000.0,1037528000.0
September 2015,20657000.0,540000.0,1075242000.0
December 2015,21891000.0,945000.0,1153251000.0
March 2016,22359000.0,1425000.0,1176140000.0
June 2016,25090000.0,12374000.0,1412514000.0
September 2016,27386000.0,2267000.0,1504184000.0
December 2016,27606000.0,6928000.0,1515008000.0
March 2017,27907000.0,5589000.0,1529953000.0
June 2017,29174000.0,19324000.0,1705252000.0
September 2017,35043000.0,1988000.0,2003001000.0
December 2017,36477000.0,13811000.0,2111373000.0
March 2018,37574000.0,14766000.0,2165864000.0
June 2018,39056000.0,7690000.0,2612379000.0
September 2018,39667000.0,8824000.0,2668838000.0
December 2018,40610000.0,14930000.0,2787685000.0
March 2019,43152000.0,10516000.0,3037116000.0
June 2019,46962000.0,15385000.0,3265341000.0
September 2019,49101000.0,12430000.0,3502394000.0
December 2019,53248000.0,23648000.0,3638622000.0
March 2020,54954000.0,14555000.0,3872431000.0
June 2020,56237000.0,15187000.0,4155034000.0
September 2020,58959000.0,29666000.0,4170242000.0
December 2020,,16995000.0,4951174000.0
March 2021,,28674000.0,5069899000.0
June 2021,,24327000.0,5265726000.0
September 2021,,38013000.0,6223757000.0
December 2021,,37227000.0,6781165000.0
March 2022,,46416000.0,7264072000.0
June 2022,,38611000.0,7878938000.0
