,NetIncomeLoss,Assets
December 2009,124820.5,
March 2010,124820.5,
June 2010,155896.0,
September 2010,107112.0,70951638.0
December 2010,121202.0,
March 2011,138362.0,
June 2011,150346.0,72798485.0
September 2011,78899.0,72786839.0
December 2011,1112068.0,79862651.0
March 2012,132864.0,80002792.0
June 2012,100900.0,79462524.0
September 2012,2534.0,79043753.0
December 2012,137877.0,78132363.0
March 2013,13161.0,79220151.0
June 2013,34137.0,78847963.0
September 2013,72295.0,77028149.0
December 2013,69098.0,76188337.0
