,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2009,14855250.0,1262250.0,,969750.0,,
September 2009,14855250.0,1262250.0,,969750.0,,
December 2009,14855250.0,1262250.0,,969750.0,,
March 2010,14855250.0,1262250.0,,969750.0,,
June 2010,15992000.0,1226000.0,9358000.0,1018000.0,,
September 2010,15416000.0,1271000.0,8525000.0,1969000.0,,
December 2010,16360000.0,1131000.0,9570000.0,1496000.0,,
March 2011,16151000.0,1191000.0,,2011000.0,26584000.0,22076000.0
June 2011,16901000.0,1407000.0,9409000.0,1947000.0,29269000.0,22166000.0
September 2011,18954000.0,1540000.0,10742000.0,832000.0,61667000.0,22777000.0
December 2011,20726000.0,1955000.0,11297000.0,2586000.0,66607000.0,25348000.0
March 2012,22043000.0,1843000.0,,63863000.0,130733000.0,35886000.0
June 2012,10862000.0,1826000.0,,8617000.0,140624000.0,44570000.0
September 2012,23607000.0,2030000.0,,1741000.0,144719000.0,47050000.0
December 2012,23890000.0,2117000.0,,1920000.0,148943000.0,51860000.0
March 2013,24998000.0,2174000.0,,1661000.0,152611000.0,63670000.0
June 2013,26313000.0,2336000.0,,2139000.0,157281000.0,68132000.0
September 2013,28502000.0,2640000.0,,2231000.0,161898000.0,74509000.0
December 2013,34548000.0,3325000.0,,89000.0,296551000.0,186758000.0
March 2014,36159000.0,3332000.0,,-1945000.0,299203000.0,116933000.0
June 2014,37410000.0,3406000.0,,8000.0,303154000.0,192749000.0
September 2014,37096000.0,3496000.0,,1291000.0,307333000.0,198566000.0
December 2014,40547000.0,3868000.0,,444000.0,308018000.0,200317000.0
March 2015,43478000.0,4348000.0,,183000.0,295624000.0,191596000.0
June 2015,47813000.0,5080000.0,,-472000.0,307032000.0,174137000.0
September 2015,52615000.0,6446000.0,,-1892000.0,298616000.0,168672000.0
December 2015,55677000.0,6404000.0,,-1680000.0,303588000.0,174900000.0
March 2016,60305000.0,6110000.0,,-1076000.0,313452000.0,185900000.0
June 2016,60942000.0,7181000.0,,-528000.0,315647000.0,184887000.0
September 2016,63562000.0,6505000.0,,27000.0,322032000.0,189235000.0
December 2016,65379000.0,7462000.0,,-1325000.0,323848000.0,192483000.0
March 2017,70174000.0,7142000.0,,-2925000.0,333855000.0,197354000.0
June 2017,74555000.0,7943000.0,,-2169000.0,360146000.0,202101000.0
September 2017,76945000.0,8311000.0,,-546000.0,357843000.0,194215000.0
December 2017,93822000.0,8527000.0,,-88520000.0,274925000.0,189154000.0
March 2018,93074000.0,10016000.0,,-13262000.0,277209000.0,178598000.0
June 2018,99208000.0,13110000.0,,-15355000.0,315551000.0,186022000.0
September 2018,107669000.0,13933000.0,,-21482000.0,309632000.0,175324000.0
December 2018,114150000.0,16886000.0,,-23771000.0,304026000.0,161509000.0
March 2019,122547000.0,18064000.0,,-28131000.0,546358000.0,397391000.0
June 2019,129228000.0,18331000.0,,-34265000.0,558493000.0,357128000.0
September 2019,147461000.0,19434000.0,,-40932000.0,666610000.0,267120000.0
December 2019,161735000.0,19870000.0,,-47071000.0,732499000.0,302381000.0
March 2020,167632000.0,20155000.0,,-50100000.0,700641000.0,277162000.0
June 2020,159567000.0,21494000.0,,-41913000.0,688093000.0,267801000.0
September 2020,162231000.0,21567000.0,,-38413000.0,687244000.0,268539000.0
December 2020,171940000.0,23702000.0,,-40225000.0,692811000.0,274264000.0
March 2021,184755000.0,25271000.0,,-45034000.0,678409000.0,276533000.0
June 2021,187154000.0,25392000.0,,-43906000.0,675658000.0,266230000.0
September 2021,188714000.0,28498000.0,,-42324000.0,672842000.0,272875000.0
December 2021,194492000.0,27911000.0,,-43571000.0,755841000.0,368397000.0
March 2022,221911000.0,30586000.0,,-45583000.0,910268000.0,275622000.0
June 2022,214374000.0,34955000.0,,-26043000.0,889147000.0,272717000.0
