,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,10629.0,4500.0,,
June 2010,8202.0,4500.0,,
September 2010,5305.0,4500.0,,
December 2010,6074.0,-997.0,1131.0,213.0
March 2011,6085.0,18927.0,,
June 2011,14830.0,829.5,33064.0,32512.0
September 2011,11767.0,829.5,25978.0,25610.0
December 2011,32638.0,11100.0,26600.0,26416.0
March 2012,38918.0,-32783.0,0.0,0.0
June 2012,6475.0,-6475.0,,
September 2012,10675.0,-10675.0,0.0,
December 2012,13892.0,-13892.0,0.0,0.0
March 2013,26980.0,-26980.0,0.0,0.0
June 2013,33722.0,-33722.0,300.0,300.0
September 2013,13135.0,74046.0,300.0,300.0
December 2013,13553.0,74046.0,0.0,0.0
March 2014,10700.0,,0.0,
June 2014,26147.0,,0.0,
September 2014,8553.0,,0.0,
