,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,738229.0,,-1342784.0,,,
September 2010,672750.0,,-502852.0,,,
December 2010,701633.0,,-807934.0,,,
March 2011,774920.0,,-1075832.0,,,
June 2011,592454.0,,-365471.0,,,
September 2011,814759.0,,-674109.0,,,
December 2011,573579.0,,-653450.0,,,
March 2012,-1046277.0,,-457303.0,,,
June 2012,600627.0,,-1061981.0,,,
September 2012,748670.0,,-879198.0,,,
December 2012,575698.0,,-840959.0,,,
March 2013,-225639.0,,-944385.0,,,
June 2013,473407.0,,-634004.0,,,
September 2013,363739.0,,-737302.0,,,
December 2013,433214.0,,-731901.0,,,
March 2014,974366.0,,-1162441.0,,,
June 2014,565705.0,,-558948.0,,,
September 2014,686578.0,,-1154306.0,,,
December 2014,950890.0,,-1398950.0,,,
March 2015,908748.0,,-1808944.0,,,
June 2015,764107.0,,-1628300.0,,,
September 2015,720954.0,,-1164684.0,,,
December 2015,669943.0,,-1443893.0,,,
March 2016,526357.0,,-1342964.0,,,
June 2016,508233.0,,-1194019.0,,,
September 2016,324283.0,,1790.0,,,
December 2016,349258.0,,-2143509.0,,,
March 2017,300972.0,,731779.0,,,
June 2017,374842.0,,-366889.0,,,
September 2017,312542.0,,-372858.0,,,
December 2017,349667.0,,-693416.0,,,
March 2018,208270.0,,-1377598.0,,,
June 2018,314984.0,,439597.0,,,
September 2018,305534.0,,-1541344.0,,,
December 2018,331721.0,,-256633.0,,,
March 2019,249826.0,,-330580.0,,,
June 2019,225066.0,,-1748323.0,,,
September 2019,225066.0,,873016.0,,,
December 2019,300368.0,,-86227.0,,,
March 2020,302035.0,,174314.0,,,
June 2020,713676.0,,-2214895.0,,,
September 2020,220033.0,,-173122.0,,,
December 2020,229407.0,,-120808.0,,,
March 2021,231765.0,,230853.0,,,
June 2021,250024.0,54284.5,380140.0,,,
September 2021,256713.0,54284.5,-5123901.0,,,
December 2021,590304.0,54284.5,-1613986.0,,,
March 2022,373513.0,54284.5,-2636513.0,,,
June 2022,572882.0,41969.0,1105275.0,,,
