,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2008,52688250.0,-187699000.0,,
March 2009,52688250.0,-187699000.0,,
June 2009,52688250.0,-187699000.0,,
September 2009,52688250.0,-187699000.0,,
December 2009,46818500.0,-9071000.0,,
March 2010,46818500.0,-9071000.0,,
June 2010,48730000.0,-3299000.0,,
September 2010,48503000.0,-5436000.0,,
December 2010,47681000.0,-12725000.0,,
March 2011,52657000.0,-3229000.0,,
June 2011,50889000.0,2593000.0,,
September 2011,51125000.0,3411000.0,,
December 2011,48941000.0,589000.0,,
March 2012,51564000.0,1321000.0,,
June 2012,55605000.0,-3267000.0,,
September 2012,63230000.0,6270000.0,,
December 2012,60471000.0,-3627000.0,,
March 2013,62782000.0,-5342000.0,,
June 2013,62761000.0,-12192000.0,,
September 2013,70842000.0,8276000.0,,
December 2013,61380000.0,-4258000.0,,
March 2014,64097000.0,-4905000.0,,
June 2014,65877000.0,6089000.0,,
September 2014,70376000.0,14259000.0,,
December 2014,62869000.0,-320000.0,,
March 2015,73035000.0,-7488000.0,,
June 2015,74520000.0,7220000.0,,
September 2015,76416000.0,18407000.0,,
December 2015,69850000.0,5892000.0,,
March 2016,74648000.0,2420000.0,,
June 2016,80414000.0,23715000.0,,
September 2016,77639000.0,19001000.0,,
December 2016,69039000.0,2039000.0,,
March 2017,75124000.0,16974000.0,,
June 2017,76309000.0,18221000.0,,
September 2017,72673000.0,17490000.0,,
December 2017,74786000.0,5249000.0,,
March 2018,74406000.0,-5684000.0,,
June 2018,79039000.0,35986000.0,,
September 2018,78875000.0,27555000.0,,
December 2018,95783000.0,-76190000.0,5141187000.0,1203791000.0
March 2019,154306000.0,-60017000.0,5589854000.0,1223539000.0
June 2019,158028000.0,17533000.0,5653740000.0,1282226000.0
September 2019,154034000.0,25164000.0,5708456000.0,1282823000.0
December 2019,161493000.0,1930000.0,5564346000.0,1165749000.0
March 2020,164954000.0,-542073000.0,5392429000.0,1538136000.0
June 2020,134371000.0,26899000.0,5337845000.0,1526177000.0
September 2020,137250000.0,30516000.0,5474981000.0,1735817000.0
December 2020,142625000.0,1880000.0,5478490000.0,1791171000.0
March 2021,153168000.0,-1655000.0,5528306000.0,1890474000.0
June 2021,163518000.0,8927000.0,5254063000.0,1786151000.0
September 2021,161134000.0,620535000.0,5731095000.0,2076590000.0
December 2021,171652000.0,38052000.0,5827460000.0,1987080000.0
March 2022,176536000.0,102283000.0,6031656000.0,2179281000.0
June 2022,183399000.0,380059000.0,6438455000.0,2717062000.0
