,OperatingExpenses,NetIncomeLoss,Assets
March 2012,224250000.0,234750000.0,
June 2012,224250000.0,234750000.0,
September 2012,224250000.0,234750000.0,
December 2012,224250000.0,234750000.0,
March 2013,235000000.0,346000000.0,
June 2013,244000000.0,543000000.0,
September 2013,257000000.0,260000000.0,
December 2013,305000000.0,270000000.0,159543000000.0
March 2014,366000000.0,219000000.0,156472000000.0
June 2014,211000000.0,307000000.0,142976000000.0
September 2014,195000000.0,359000000.0,140345000000.0
December 2014,215000000.0,263000000.0,146352000000.0
March 2015,230000000.0,292000000.0,143872000000.0
June 2015,225000000.0,179000000.0,140220000000.0
September 2015,228000000.0,237000000.0,137666000000.0
December 2015,235000000.0,283000000.0,134046000000.0
March 2016,247000000.0,181000000.0,131377000000.0
June 2016,230000000.0,125000000.0,128372000000.0
September 2016,228000000.0,230000000.0,125312000000.0
December 2016,246000000.0,145000000.0,121136000000.0
March 2017,238000000.0,88000000.0,117890000000.0
June 2017,230000000.0,112000000.0,120354000000.0
September 2017,238000000.0,176000000.0,117085000000.0
December 2017,260000000.0,-84000000.0,114991000000.0
March 2018,275000000.0,126000000.0,113209000000.0
June 2018,201000000.0,83000000.0,108949000000.0
September 2018,255000000.0,114000000.0,106493000000.0
December 2018,252000000.0,72000000.0,104176000000.0
March 2019,256000000.0,128000000.0,100579000000.0
June 2019,241000000.0,153000000.0,98320000000.0
September 2019,251000000.0,145000000.0,96553000000.0
December 2019,235000000.0,171000000.0,94903000000.0
March 2020,251000000.0,-106000000.0,93245000000.0
June 2020,213000000.0,125000000.0,91045000000.0
September 2020,232000000.0,207000000.0,89664000000.0
December 2020,268000000.0,186000000.0,87412000000.0
March 2021,259000000.0,370000000.0,84957000000.0
June 2021,252000000.0,185000000.0,83348000000.0
September 2021,248000000.0,173000000.0,81939000000.0
December 2021,448000000.0,-11000000.0,80605000000.0
March 2022,205000000.0,255000000.0,78158000000.0
June 2022,190000000.0,180000000.0,76065000000.0
