,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2011,453000.0,453000.0,-628.0,,
June 2011,453000.0,453000.0,-523000.0,,
September 2011,453000.0,453000.0,-432.0,28408.0,27776.0
December 2011,453000.0,453000.0,-1564940.0,28005000.0,27375000.0
March 2012,482000.0,482000.0,-670000.0,27601.0,26971.0
June 2012,1180000.0,444000.0,-1254000.0,26844000.0,26214000.0
September 2012,547000.0,423000.0,-550000.0,25578000.0,24948000.0
December 2012,3601000.0,833000.0,-2592000.0,28488000.0,19837000.0
March 2013,2781000.0,2521000.0,-1282000.0,27446000.0,18958000.0
June 2013,2328000.0,2358000.0,-3401000.0,25870000.0,17546000.0
September 2013,2523000.0,2493000.0,-1279000.0,24893000.0,16733000.0
December 2013,1994000.0,2254000.0,-813000.0,21440000.0,13429000.0
March 2014,2291000.0,2291000.0,-125000.0,20998000.0,13427000.0
June 2014,2311000.0,2311000.0,-570000.0,20825000.0,13418000.0
September 2014,2282000.0,2282000.0,-811000.0,20218000.0,12917000.0
December 2014,2260000.0,,-734000.0,19264000.0,12116000.0
March 2015,2377000.0,,-841000.0,18475000.0,11482000.0
June 2015,2105000.0,,-792000.0,17931000.0,10780000.0
September 2015,2034000.0,,-766000.0,17572000.0,10623000.0
December 2015,2069000.0,,-22000.0,16283000.0,9469000.0
March 2016,1996000.0,,-507000.0,15658000.0,8967000.0
June 2016,1928000.0,,-842000.0,14477000.0,8283000.0
September 2016,1813000.0,,-398000.0,14078000.0,7978000.0
December 2016,1658000.0,,-385000.0,13655000.0,7710000.0
March 2017,1708000.0,,-402000.0,13263000.0,7397000.0
June 2017,1767000.0,,-477000.0,12759000.0,6995000.0
September 2017,1552000.0,,-211000.0,12556000.0,6902000.0
December 2017,1675000.0,,-200000.0,12450000.0,6757000.0
March 2018,1773000.0,,-417000.0,11786000.0,6353000.0
June 2018,527000.0,,-809000.0,10930000.0,10517000.0
September 2018,501000.0,,521000.0,10464000.0,10051000.0
December 2018,-247000.0,,-1012000.0,9472000.0,9340000.0
March 2019,627000.0,,-492000.0,9123000.0,8954000.0
June 2019,545000.0,,-513000.0,8521000.0,8405000.0
September 2019,498000.0,,-459000.0,7976000.0,7911000.0
December 2019,570000.0,,-539000.0,7545000.0,7482000.0
March 2020,377000.0,,-318000.0,7202000.0,7194000.0
June 2020,347000.0,,-346000.0,6860000.0,6852000.0
September 2020,298000.0,,-28000.0,6847000.0,6839000.0
December 2020,303000.0,,-301000.0,6590000.0,6582000.0
March 2021,302000.0,,-249000.0,6296000.0,6288000.0
June 2021,293000.0,,-294000.0,6012000.0,6004000.0
September 2021,298000.0,,-299000.0,5757000.0,5749000.0
December 2021,276000.0,,-276000.0,5523000.0,5515000.0
March 2022,314000.0,,-314000.0,5228000.0,5220000.0
June 2022,328000.0,,-325000.0,4872000.0,4864000.0
